time,open,high,low,close,volume,supertrend,upperband,lowerband,rsi,adx,pdi,mdi,macd,macd_signal,macd_hist,tp,esa,d,ci,wt1,wt2
2023-11-21 04:00:00,0.3729,0.3811,0.3504,0.3505,1197324.0,,,,,0.0,0.0,0.0,,,,0.3606666666666667,0.3606666666666667,0.0,,,
2023-11-21 08:00:00,0.3505,0.3735,0.324,0.3421,50209269.0,,,,,0.0,0.0,0.0,,,,0.34653333333333336,0.3580969696969697,0.0021024793388429693,-366.6666666666667,-366.6666666666667,
2023-11-21 12:00:00,0.3421,0.3511,0.3,0.3266,41519811.0,,,,,0.0,0.0,0.0,,,,0.3259,0.3522429752066115,0.006509842223891792,-269.77586963045036,-357.858412390647,
2023-11-21 16:00:00,0.3266,0.3498,0.2884,0.3097,38388889.0,,,,,0.0,0.0,0.0,,,,0.3159666666666667,0.34564728274480333,0.010722710197390857,-184.5342923679799,-342.10167420676817,
2023-11-21 20:00:00,0.3097,0.3267,0.2912,0.2933,15809621.0,,,,,0.0,0.0,0.0,,,,0.30373333333333336,0.3380265646699906,0.01500825949543929,-152.3304833007819,-324.8497477607694,-347.8691252562128
2023-11-22 00:00:00,0.2933,0.3438,0.2899,0.341,18449672.0,,,,,0.0,0.0,0.0,,,,0.32489999999999997,0.3356399165481741,0.014232197141391078,-50.30807467264747,-299.8914138436674,-331.175312050463
2023-11-22 04:00:00,0.341,0.3616,0.328,0.3303,17431853.0,,,,,0.0,0.0,0.0,,,,0.3399666666666667,0.3364265983879,0.012288173711823005,19.205828095570322,-270.88257366737304,-309.4313523696445
2023-11-22 08:00:00,0.3303,0.3706,0.3224,0.3638,41885057.0,,,,,0.0,0.0,0.0,,,,0.3522666666666667,0.3393066108022212,0.012410334103208909,69.61969896305713,-239.92782161006122,-283.8878892204678
2023-11-22 12:00:00,0.3638,0.4289,0.358,0.4264,107345396.0,,,,,0.0,0.0,0.0,,,,0.40443333333333326,0.3511478330806052,0.01984218249403057,179.03104583298318,-201.8406518425117,-253.13561524090335
2023-11-22 16:00:00,0.4264,0.485,0.4206,0.4747,110991704.0,,,,,0.0,0.0,0.0,,,,0.4601,0.3709573179750406,0.03244227331783581,183.18215280750456,-166.83857869251023,-219.87240645311405
2023-11-22 20:00:00,0.4747,0.475,0.4095,0.4229,90831235.0,0.60245,0.60245,,,0.0,0.0,0.0,,,,0.43579999999999997,0.38274689652503324,0.0361896969827687,97.73150536965873,-142.78675286867667,-187.84845125343995
2023-11-23 00:00:00,0.4229,0.46,0.4101,0.4395,47223508.0,0.5942,0.5942,,,0.0,0.0,0.0,,,,0.4365333333333334,0.39252624867199687,0.037611040197053754,78.00384218884005,-122.7148805907206,-158.54521599860482
2023-11-23 04:00:00,0.4395,0.4714,0.4318,0.4439,50452981.0,0.5942,0.5942,,,0.0,0.0,0.0,,,,0.44903333333333334,0.4028002640649671,0.0391786818463833,78.67045221113302,-104.40712306327936,-134.1868338037967
2023-11-23 08:00:00,0.4439,0.4809,0.4271,0.4772,71282014.0,0.5942,0.5942,,70.53733184042497,0.0,0.0,0.0,,,,0.46173333333333333,0.4135153675683064,0.04082218801340941,78.74470251192498,-87.75695710189714,-114.41642840614345
2023-11-23 12:00:00,0.4772,0.512,0.4406,0.4569,169386585.0,0.5942,0.5942,,64.93300653047537,0.0,0.0,0.0,,,,0.4698333333333333,0.4237549977074022,0.04177785121568608,73.52912972640769,-73.09458557205124,-96.99338658198708
2023-11-23 16:00:00,0.4569,0.4983,0.4531,0.4825,76712775.0,0.5942,0.5942,,68.34831371641033,0.0,26.373976210459286,9.167559015618517,,,,0.47796666666666665,0.43361166479090485,0.04224642406297257,69.99409276967629,-60.086523904621465,-81.33629741046231
2023-11-23 20:00:00,0.4825,0.5072,0.4761,0.4991,45467683.0,0.5942,0.5942,,70.36391609070094,0.0,26.471062240375186,8.770818793871308,,,,0.49413333333333337,0.4446156045258919,0.043568479471057825,75.76995939665618,-47.73593451359622,-67.16850027304152
2023-11-24 00:00:00,0.4991,0.52,0.4868,0.4997,61443758.0,0.5942,0.5942,,70.43719542021094,0.0,27.043737355182053,8.355130191453904,,,,0.5021666666666668,0.45507943400603273,0.04420825277825349,71.00820880182917,-36.94101239401209,-54.46451409607025
2023-11-24 04:00:00,0.4997,0.549,0.49,0.5383,67983730.0,0.5942,0.5942,,74.76089371404846,0.0,28.88232755534087,7.660309260211333,,,,0.5257666666666667,0.46793165812614795,0.04668584473502899,82.58750072785183,-26.0747839283881,-42.70956368515447
2023-11-24 08:00:00,0.5383,0.5596,0.5213,0.5432,82005415.0,0.5942,0.5942,,75.2556365270459,0.0,28.81606196673164,7.239431863939036,,,,0.5413666666666667,0.4812834778607877,0.049121725475183536,81.54326586950917,-16.291324855851983,-31.7607639229621
2023-11-24 12:00:00,0.5432,0.55,0.505,0.54,87985754.0,0.5942,0.5942,,74.23225689793045,0.0,26.942993839463103,9.123337476096605,,,,0.5316666666666667,0.49044405764367477,0.047685522483875975,57.63120107985349,-9.571095225333302,-22.219554100896367
2023-11-24 16:00:00,0.54,0.5453,0.5075,0.5127,52829708.0,0.5942,0.5942,,65.98785595615755,0.0,25.446708148680454,8.61667071890536,,,,0.5218333333333334,0.49615119867815816,0.04368490651502129,39.192994719040655,-5.137996139481124,-14.268800037263627
2023-11-24 20:00:00,0.5127,0.5155,0.4619,0.479,71054423.0,0.5942,0.5942,,57.4984974781333,0.0,23.457382450841877,14.593859441245622,,,,0.48546666666666666,0.49420855649425055,0.037331630753669034,-15.611229496450042,-6.090108262841935,-9.272631120877087
2023-11-25 00:00:00,0.479,0.5201,0.4755,0.4898,51721949.0,0.5942,0.5942,,59.305365952222175,0.0,22.596915880967693,13.638440699909912,,,,0.49513333333333337,0.49437669773772014,0.030681631634022523,1.6440577099213678,-5.387002265317998,-6.54655047324359
2023-11-25 04:00:00,0.4898,0.4952,0.47,0.4925,39277274.0,0.5942,0.5942,,59.76587850408709,0.0,21.731233955855412,13.952080843408018,,,,0.4859,0.49283547996722554,0.026364149512786705,-17.537653961646697,-6.491606964984243,-5.776678408156325
2023-11-25 08:00:00,0.4925,0.498,0.4603,0.4683,43311969.0,0.5942,0.5942,,53.88052653177109,0.0,20.46792797079105,14.636736491313549,0.032537770718573944,,,0.4755333333333333,0.48968963512469965,0.024144540836164817,-39.08765377489219,-9.454883947703147,-6.85590036021183
2023-11-25 12:00:00,0.4683,0.492,0.4651,0.4784,34761115.0,0.5942,0.5942,,55.83525117974348,0.0,19.592713735910284,14.010865609430564,0.029588980270773446,,,0.4785,0.48765515601111786,0.021419198140701735,-28.495171951125588,-11.18581922074155,-8.129828099686733
2023-11-25 16:00:00,0.4784,0.4997,0.4756,0.495,31499684.0,0.5942,0.5942,,58.91724792045647,38.52675775761027,20.082337748564196,13.455732312284582,0.028265694532231433,,,0.4901,0.4880996731000055,0.017888494278754958,7.454798854964286,-9.491217577495565,-9.155881927731127
2023-11-25 20:00:00,0.495,0.499,0.4793,0.493,18156896.0,0.5942,0.5942,,58.388570401379454,37.1861649069822,19.405490298738314,13.002225443953943,0.026747271864915323,,,0.4904333333333333,0.4885239749606105,0.014983196841294559,8.495554021602238,-7.856056523032128,-9.496994317243098
2023-11-26 00:00:00,0.493,0.5067,0.4626,0.4916,23844426.0,0.5942,0.5942,,57.996258851756075,35.1995921422854,17.947242567644725,14.870828596312649,0.025141131349326717,,,0.4869666666666667,0.4882408279980752,0.012490644930406185,-6.800616720261287,-7.760107450052961,-9.073300192830551
2023-11-26 04:00:00,0.4916,0.497,0.4759,0.4816,15884677.0,0.5942,0.5942,,55.14606481866414,33.354917432209795,17.278229683959456,14.316494085899103,0.02279852973341734,,,0.4848333333333333,0.48762128351357664,0.010726518612194761,-17.327462158901493,-8.62986696903919,-8.43431212990496
2023-11-26 08:00:00,0.4816,0.4867,0.467,0.4697,16852519.0,0.584201821074665,0.584201821074665,,51.87871735371868,31.24460520278521,16.654028612950782,15.431398579801305,0.019754058043079115,,,0.47446666666666665,0.4852295349959566,0.010733127651666615,-66.85139491232849,-13.922733145701853,-9.542191021956533
2023-11-26 12:00:00,0.4697,0.4778,0.4254,0.4317,53222211.0,0.563936638967199,0.563936638967199,,43.09750898964676,30.25225868397073,15.092218942197697,21.429352080927128,0.014112331698306002,,,0.4449666666666667,0.47790901348154025,0.014771167499522425,-148.6785966238559,-26.173266189170402,-14.1214934384911
2023-11-26 16:00:00,0.4317,0.4443,0.3958,0.4369,48728582.0,0.535702975070479,0.535702975070479,,44.48235199481828,30.128373468258207,13.802047420464614,24.81472738255833,0.009946166252135569,0.021104686189035698,-0.011158519936900129,0.42566666666666664,0.468410404969745,0.019857089463805322,-143.50454323795333,-36.839745920877945,-21.391403056197348
2023-11-26 20:00:00,0.4369,0.4522,0.4345,0.4421,16601274.0,0.535702975070479,0.535702975070479,,45.90026340334733,29.67019147218525,14.804220375698993,24.008108272943293,0.006983544705966349,0.018280457892421827,-0.011296913186455478,0.44293333333333335,0.46377821012676107,0.020036687160100302,-69.35569946225708,-39.79574169736696,-29.18287173827929
2023-11-27 00:00:00,0.4421,0.4475,0.4132,0.4257,23465338.0,0.535702975070479,0.535702975070479,,42.236471061720906,29.77825304764163,13.863749729059046,26.427923877283337,0.003274555805623358,0.015279277475062135,-0.012004721669438776,0.4288,0.45741853555825907,0.021597023232492803,-88.3409880154297,-44.20894590809993,-36.754424928878805
2023-11-27 04:00:00,0.4257,0.4323,0.3983,0.4132,30528805.0,0.523373118826379,0.523373118826379,,39.63934522264657,30.216257285274843,12.983281560412571,27.53269547564375,-0.0006658150514046723,0.012090258969768774,-0.012756074021173446,0.4146,0.4496333472749392,0.024039991240210324,-97.15296738916413,-49.02203877001486,-42.46661807408992
2023-11-27 08:00:00,0.4132,0.4262,0.3988,0.4063,32666102.0,0.517985806943741,0.517985806943741,,38.241484593217294,30.622975505934253,12.305057893925987,26.094436158316253,-0.004295839910313737,0.008813039193752271,-0.013108879104066008,0.41043333333333337,0.44250607201282904,0.025500490774625843,-83.84868344418824,-52.188097376757895,-46.30370593805991
2023-11-27 12:00:00,0.4063,0.411,0.3865,0.3935,45724546.0,0.501037226249367,0.501037226249367,,35.72467018531816,31.283130686186308,11.715728673553961,27.24912544895749,-0.008112003661193301,0.005428030622763157,-0.013540034283956458,0.397,0.43423224073776917,0.027633536222470077,-89.82380548529274,-55.609525386624696,-50.25715186037435
2023-11-27 16:00:00,0.3935,0.4141,0.3883,0.3963,29805371.0,0.50099850362443,0.50099850362443,,36.705992749763,31.731562408833508,11.731171909517895,25.84535799011248,-0.010786069236256302,0.0021852106509592656,-0.012971279887215567,0.3995666666666667,0.42792940908847776,0.027766119167804804,-68.09916370955692,-56.74494705234581,-53.391152146435815
2023-11-27 20:00:00,0.3963,0.4199,0.3941,0.416,18364314.0,0.50099850362443,0.50099850362443,,43.268700722998844,31.832313017786163,12.296192054524841,24.486855899047956,-0.01118670671829991,-0.0004891728228925698,-0.01069753389540734,0.41,0.4246695165269363,0.025384918687646894,-38.5255426852453,-55.08863756442758,-54.907801845038996
2023-11-28 00:00:00,0.416,0.4364,0.4119,0.4202,25077703.0,0.50099850362443,0.50099850362443,,44.58784789962934,31.07375217241761,15.104423507530706,23.237740073799475,-0.011038069911145476,-0.0025989522405431512,-0.008439117670602325,0.42283333333333334,0.4243356650371903,0.02104263014513963,-4.759644884360127,-50.51327459351235,-54.489096149227606
2023-11-28 04:00:00,0.4202,0.4243,0.4034,0.412,25255049.0,0.50099850362443,0.50099850362443,,42.50955695068206,30.63587066600377,14.428264756564078,24.018099419263315,-0.011449957655840448,-0.004369153323602611,-0.0070808043322378375,0.41323333333333334,0.4223170592728526,0.018868283925935928,-32.09522030081741,-48.83890602144917,-52.79644130793373
2023-11-28 08:00:00,0.412,0.4466,0.4046,0.4445,28618279.0,0.50099850362443,0.50099850362443,,52.04934216644589,29.17613113431424,17.843443491763775,21.896751526886664,-0.009049585288797013,-0.005305239716641491,-0.0037443455721555222,0.4319,0.42405941213233395,0.01686324827897777,30.996748028434407,-41.58111928964157,-49.005484367257665
2023-11-28 12:00:00,0.4445,0.4503,0.4262,0.4313,43713096.0,0.50099850362443,0.50099850362443,,48.527226111523206,27.658115064336645,17.714536616903054,20.7635001396343,-0.008118813943805203,-0.005867954562074233,-0.0022508593817309698,0.43593333333333334,0.42621830689615203,0.01556357158046932,41.6143830352011,-34.017891805564965,-43.73779792754201
2023-11-28 16:00:00,0.4313,0.4526,0.4271,0.4334,33738603.0,0.50099850362443,0.50099850362443,,49.11714182199005,26.14341575625602,17.23032470774063,19.607201530973896,-0.007129533671303867,-0.00612027038392016,-0.001009263287383707,0.4377,0.42830588746048803,0.014441851754840704,43.36522628345622,-26.98306288838122,-37.855245001259235
2023-11-28 20:00:00,0.4334,0.4379,0.415,0.4215,19217869.0,0.50099850362443,0.50099850362443,,45.906451196126945,25.216086924974885,16.349760904508003,21.3054989000514,-0.007222496037050052,-0.006340715514546139,-0.0008817805225039138,0.4248,0.42766845337676296,0.01233759750428111,-15.499794433330596,-25.939129392467525,-32.13030084401382
2023-11-29 00:00:00,0.4215,0.4345,0.4188,0.4231,14494005.0,0.50099850362443,0.50099850362443,,46.41364888189717,24.35499586735669,15.755274146582682,20.530818643804913,-0.007085386824605633,-0.006489649776558038,-0.0005957370480475952,0.42546666666666666,0.42726812852038176,0.010421936476905471,-11.523526091381443,-24.628620001459698,-27.89217602196835
2023-11-29 04:00:00,0.4231,0.4369,0.4187,0.4361,13148832.0,0.50099850362443,0.50099850362443,,50.47667520358093,23.424236922432254,15.643746984153017,19.63933382796908,-0.005860182890928656,-0.006363756399432162,0.000503573508503506,0.4305666666666667,0.4278678627287972,0.009017730560717117,19.951833924646298,-20.575851462722788,-24.53166593625781
2023-11-29 08:00:00,0.4361,0.448,0.4063,0.4187,32575640.0,0.50099850362443,0.50099850362443,,45.50353021687674,23.084535477647808,14.129855472878544,20.616438399130864,-0.006221516756099943,-0.0063353084707657185,0.00011379171466577558,0.4243333333333334,0.42722522102053107,0.007903940947349943,-24.391947480893652,-20.9227692825565,-23.016592534801624
2023-11-29 12:00:00,0.4187,0.4211,0.3941,0.404,32880142.0,0.493271873908496,0.493271873908496,,41.760219146519354,23.23775583448505,13.23666334554793,22.169505325385312,-0.007606362186007853,-0.0065895192138141455,-0.001016842972193708,0.40639999999999993,0.42343881719861626,0.009564827538489286,-118.76023294758066,-29.817084161195062,-23.98608122698351
2023-11-29 16:00:00,0.404,0.404,0.3906,0.399,22315469.0,0.478424686517647,0.478424686517647,,40.53865161818274,23.50990733936703,12.804068950108235,22.29859401983463,-0.009003533252904317,-0.00707232202163218,-0.0019312112312721364,0.39786666666666665,0.4187893352837163,0.01162988955277299,-119.93618410050988,-38.00972961022368,-27.33135862917451
2023-11-29 20:00:00,0.399,0.4048,0.3931,0.4026,13256342.0,0.475472217865882,0.475472217865882,,41.85741306239912,23.708621206750685,12.626183708925298,21.633779478073368,-0.009708399094456754,-0.007599537436197096,-0.0021088616582596587,0.4001666666666667,0.4154033955351618,0.012285678519267915,-82.68016479295505,-42.07067826319926,-32.705065329293625
2023-11-30 00:00:00,0.4026,0.4134,0.3944,0.4117,15430877.0,0.475472217865882,0.475472217865882,,45.16788608003451,23.31177562604694,14.243561924095548,20.5616824313182,-0.009424081459268985,-0.007964446240811473,-0.0014596352184575116,0.40650000000000003,0.4137845963469506,0.01137639085157385,-42.68838534113702,-42.126833452102694,-38.006081371680175
