time,open,high,low,close,volume
1729627200000,2627.39,2643.32,2616.51,2621.92,73612.58
1729641600000,2621.92,2627.38,2599.53,2615.62,92751.36
1729656000000,2615.62,2624.0,2601.13,2601.68,62497.52
1729670400000,2601.68,2607.42,2561.95,2580.18,196628.47
1729684800000,2580.18,2586.36,2528.36,2539.38,245753.85
1729699200000,2539.38,2542.08,2444.0,2511.6,521805.42
1729713600000,2511.6,2527.63,2500.53,2523.61,102521.98
1729728000000,2523.61,2560.6,2508.35,2544.0,108811.21
1729742400000,2544.0,2561.78,2539.81,2543.61,70834.92
1729756800000,2543.61,2550.64,2507.27,2528.68,100122.29
1729771200000,2528.68,2545.0,2511.43,2524.79,155327.61
1729785600000,2524.79,2541.2,2505.42,2538.98,101369.08
1729800000000,2538.98,2560.48,2525.65,2535.23,117661.83
1729814400000,2535.23,2538.76,2508.46,2521.05,74975.45
1729828800000,2521.05,2521.93,2460.94,2483.19,182564.15
1729843200000,2483.19,2546.84,2475.99,2544.49,206124.36
1729857600000,2544.49,2566.49,2507.59,2524.04,280585.65
1729872000000,2524.04,2536.3,2453.76,2475.19,429992.01
1729886400000,2475.19,2496.0,2380.81,2439.5,386544.8
1729900800000,2439.5,2457.64,2428.57,2451.27,143640.63
1729915200000,2451.27,2478.69,2450.06,2464.25,74081.02
1729929600000,2464.25,2478.19,2462.21,2471.57,56021.78
1729944000000,2471.57,2477.81,2440.84,2456.35,101004.25
1729958400000,2456.35,2487.6,2454.45,2486.01,78738.4
1729972800000,2486.01,2507.49,2480.71,2481.66,71878.86
1729987200000,2481.66,2484.13,2468.56,2483.76,38857.44
1730001600000,2483.76,2486.35,2476.71,2479.92,29158.12
1730016000000,2479.92,2483.4,2463.22,2468.5,51250.86
1730030400000,2468.5,2506.09,2468.49,2501.43,105324.89
1730044800000,2501.43,2510.8,2484.17,2493.86,62081.64
1730059200000,2493.86,2527.62,2489.16,2507.26,75972.11
1730073600000,2507.26,2511.94,2470.01,2476.39,81455.19
1730088000000,2476.39,2526.82,2472.0,2510.97,111612.86
1730102400000,2510.97,2544.8,2504.54,2526.55,123688.18
1730116800000,2526.55,2536.4,2496.92,2499.76,174388.69
1730131200000,2499.76,2523.87,2487.21,2505.78,183634.72
1730145600000,2505.78,2594.83,2504.03,2566.79,215866.39
1730160000000,2566.79,2632.03,2560.6,2607.78,198016.69
1730174400000,2607.78,2626.78,2607.78,2613.27,71968.89
1730188800000,2613.27,2639.19,2612.62,2631.3,89953.72
1730203200000,2631.3,2651.53,2610.53,2648.81,202521.7
1730217600000,2648.81,2682.67,2622.1,2624.4,293495.86
1730232000000,2624.4,2649.25,2606.37,2639.27,129796.73
1730246400000,2639.27,2652.52,2600.13,2642.56,133483.75
1730260800000,2642.56,2686.49,2636.74,2670.24,121465.03
1730275200000,2670.24,2698.62,2658.54,2660.67,213636.09
1730289600000,2660.67,2724.61,2653.84,2683.8,402015.99
1730304000000,2683.8,2697.86,2653.43,2655.54,128910.66
1730318400000,2655.54,2687.52,2636.1,2659.99,231607.11
1730332800000,2659.99,2670.22,2637.89,2657.84,84906.04
1730347200000,2657.84,2658.82,2632.23,2647.43,70375.4
1730361600000,2647.43,2649.97,2625.01,2639.51,99387.85
1730376000000,2639.51,2642.03,2541.76,2563.06,348637.32
1730390400000,2563.06,2564.49,2505.63,2514.92,235891.48
1730404800000,2514.92,2529.23,2501.6,2518.92,126897.43
1730419200000,2518.92,2534.0,2466.09,2503.2,228925.49
1730433600000,2503.2,2516.71,2485.07,2504.16,87479.48
1730448000000,2504.16,2526.76,2495.16,2515.96,92427.92
1730462400000,2515.96,2587.27,2480.56,2499.81,386654.13
1730476800000,2499.81,2538.23,2494.54,2514.54,196852.32
1730491200000,2514.54,2527.86,2484.08,2511.41,92224.31
1730505600000,2511.41,2523.82,2501.58,2506.67,38550.04
1730520000000,2506.67,2513.8,2498.72,2507.27,34403.15
1730534400000,2507.27,2510.1,2490.67,2501.89,52448.48
1730548800000,2501.89,2504.2,2467.96,2488.16,139557.62
1730563200000,2488.16,2497.25,2478.54,2492.52,39668.55
1730577600000,2492.52,2497.35,2484.28,2493.6,23353.47
1730592000000,2493.6,2496.27,2420.01,2448.45,240274.8
1730606400000,2448.45,2463.0,2440.37,2449.21,68489.05
1730620800000,2449.21,2462.14,2442.74,2454.0,97707.47
1730635200000,2454.0,2460.53,2410.78,2442.01,234406.0
1730649600000,2442.01,2459.41,2408.09,2452.99,174717.7
1730664000000,2452.99,2475.72,2445.76,2457.01,124141.87
1730678400000,2457.01,2491.66,2433.69,2472.99,88752.07
1730692800000,2472.99,2482.8,2456.4,2458.77,57774.31
1730707200000,2458.77,2478.0,2446.08,2469.62,76240.66
1730721600000,2469.62,2485.77,2430.61,2441.79,130496.85
1730736000000,2441.79,2445.8,2403.17,2429.78,271465.78
1730750400000,2429.78,2431.43,2355.83,2397.87,385896.49
1730764800000,2397.87,2421.0,2380.01,2420.28,140357.12
1730779200000,2420.28,2445.25,2417.0,2443.01,75155.71
1730793600000,2443.01,2447.94,2429.6,2440.18,69511.4
1730808000000,2440.18,2479.97,2426.35,2440.75,221324.35
1730822400000,2440.75,2474.4,2400.0,2407.2,205605.3
1730836800000,2407.2,2439.48,2400.41,2421.61,117914.94
1730851200000,2421.61,2640.0,2419.39,2579.72,679007.25
1730865600000,2579.72,2646.12,2560.84,2595.72,509204.02
1730880000000,2595.72,2639.13,2572.76,2630.63,285321.51
1730894400000,2630.63,2668.79,2607.15,2634.89,371816.93
1730908800000,2634.89,2688.75,2634.0,2688.25,219032.79
1730923200000,2688.25,2747.55,2670.01,2723.73,347655.58
1730937600000,2723.73,2885.72,2701.05,2855.08,618538.37
1730952000000,2855.08,2858.24,2781.14,2822.31,245586.36
1730966400000,2822.31,2832.83,2791.73,2794.55,167233.3
1730980800000,2794.55,2851.97,2773.73,2849.16,280659.01
1730995200000,2849.16,2895.99,2825.75,2888.92,391202.42
1731009600000,2888.92,2919.96,2865.18,2897.12,309903.98
1731024000000,2897.12,2958.2,2887.64,2904.35,293446.92
1731038400000,2904.35,2927.04,2892.01,2914.07,126437.13
1731052800000,2914.07,2933.28,2894.78,2916.47,122687.1
1731067200000,2916.47,2959.06,2904.0,2938.64,320770.08
1731081600000,2938.64,2984.62,2891.41,2951.67,389074.97
1731096000000,2951.67,2978.93,2916.66,2964.21,210173.11
1731110400000,2964.21,2997.45,2956.86,2966.75,206273.98
1731124800000,2966.75,3062.0,2953.56,3032.4,325514.87
1731139200000,3032.4,3058.99,3022.63,3053.46,159330.27
1731153600000,3053.46,3057.0,3028.5,3042.26,121676.67
1731168000000,3042.26,3097.1,2992.0,3072.38,284857.49
1731182400000,3072.38,3160.57,3067.21,3128.16,274423.32
1731196800000,3128.16,3155.75,3105.29,3137.06,195615.09
1731211200000,3137.06,3223.88,3132.29,3186.73,422295.23
1731225600000,3186.73,3233.8,3169.26,3223.29,256728.67
1731240000000,3223.29,3240.89,3170.01,3211.66,255817.38
1731254400000,3211.66,3252.81,3145.0,3165.7,426359.84
1731268800000,3165.7,3230.4,3070.72,3186.15,572321.42
1731283200000,3186.15,3225.35,3173.73,3197.58,171227.92
1731297600000,3197.58,3199.88,3106.56,3142.01,244641.31
1731312000000,3142.01,3215.69,3134.05,3201.24,217754.04
1731326400000,3201.24,3266.4,3138.83,3240.59,645801.3
1731340800000,3240.59,3349.68,3236.58,3302.09,653958.26
1731355200000,3302.09,3392.12,3280.02,3374.62,583236.83
1731369600000,3374.62,3378.15,3245.4,3339.81,474286.12
1731384000000,3339.81,3397.87,3320.06,3371.45,317812.05
1731398400000,3371.45,3449.72,3214.0,3285.28,758603.09
1731412800000,3285.28,3300.12,3211.01,3281.61,411710.13
