time,open,high,low,close,volume,supertrend,upperband,lowerband,rsi,adx,pdi,mdi,macd,macd_signal,macd_hist
2023-01-03 12:00:00,16715.5,16770.0,16616.0,16679.5,21845.285,16499.5,,16499.5,59.17221727716403,0.0,27.80342195962581,11.07520925652388,,,
2023-01-03 16:00:00,16679.5,16686.0,16605.0,16645.0,11299.306,16499.5,,16499.5,51.42448424081951,0.0,25.859753412593573,11.250330250990755,,,
2023-01-03 20:00:00,16645.0,16693.5,16642.0,16670.0,6104.55,16499.5,,16499.5,55.92775044126617,0.0,25.34372397867092,10.736416542971075,,,
2023-01-04 00:00:00,16670.0,16869.5,16652.0,16853.5,22299.042,16499.5,,16499.5,74.56601206987034,0.0,34.90392236032876,8.889529191916216,,,
2023-01-04 04:00:00,16853.5,16898.5,16832.5,16864.5,12985.067,16589.564007655,,16589.564007655,75.24193652124626,0.0,35.38481596468334,8.416403058243157,,,
2023-01-04 08:00:00,16864.5,16903.0,16826.5,16832.0,10546.052,16593.4576068895,,16593.4576068895,69.37561450779965,0.0,33.180455069743104,8.380690431659113,,,
2023-01-04 12:00:00,16832.0,16850.0,16760.5,16850.0,18329.372,16593.4576068895,,16593.4576068895,70.73645342423518,0.0,30.765670330946964,13.137585651377776,,,
2023-01-04 16:00:00,16850.0,16988.0,16776.5,16835.0,33778.57,16593.4576068895,,16593.4576068895,68.02374381772526,0.0,36.154217404846264,11.084591161984571,,,
2023-01-04 20:00:00,16835.0,16861.5,16767.5,16847.5,9118.481,16593.4576068895,,16593.4576068895,69.0876314112368,0.0,33.63823505870048,10.979501264466181,,,
2023-01-05 00:00:00,16847.5,16873.5,16801.5,16815.0,4922.097,16593.4576068895,,16593.4576068895,63.19996743725705,0.0,32.71689658207638,10.383455175181716,,,
2023-01-05 04:00:00,16815.0,16841.5,16785.0,16814.0,4257.934,16593.4576068895,,16593.4576068895,63.0220017697403,0.0,31.28177324045021,11.208996274464152,60.13313203660073,,
2023-01-05 08:00:00,16814.0,16832.5,16778.0,16828.5,6329.508,16593.4576068895,,16593.4576068895,64.57949719883504,0.0,29.918479673057007,11.280253107434424,58.61708595086384,,
2023-01-05 12:00:00,16828.5,16870.0,16747.0,16839.5,20988.707,16593.4576068895,,16593.4576068895,65.75779344059319,50.96455287848077,29.973008572913386,10.19985163099049,57.63879245405042,,
2023-01-05 16:00:00,16839.5,16864.0,16793.0,16854.5,8130.148,16593.4576068895,,16593.4576068895,67.35268268168561,50.83995532041064,28.288716193116713,9.62668486545401,57.41205205108781,,
2023-01-05 20:00:00,16854.5,16859.0,16812.0,16826.0,4746.18,16593.4576068895,,16593.4576068895,61.492277442660324,50.724257587916945,27.199118518018985,9.255893438346071,54.30663376328448,,
2023-01-06 00:00:00,16826.0,16860.0,16797.0,16824.0,5436.714,16593.4576068895,,16593.4576068895,61.09056368923215,50.24333141565539,25.766483832333424,10.022463710047456,51.09519056043791,,
2023-01-06 04:00:00,16824.0,16825.0,16773.0,16781.5,6479.363,16593.4576068895,,16593.4576068895,53.14535907172261,49.21111258921324,24.614062195857056,11.638461731158321,44.606507816777594,,
2023-01-06 08:00:00,16781.5,16802.5,16704.0,16738.0,13713.494,16593.4576068895,,16593.4576068895,46.48189863591781,46.79891320542381,22.55609811169048,16.522272208250563,35.54436027896372,,
2023-01-06 12:00:00,16738.0,16842.5,16675.0,16839.0,31198.982,16593.4576068895,,16593.4576068895,59.255654775798284,45.07580611505768,22.731970126966548,14.32838189765252,36.09630325897888,47.628671443355856,-11.532368184376978
2023-01-06 16:00:00,16839.0,16958.0,16805.0,16930.5,17225.598,16593.4576068895,,16593.4576068895,66.95146772639731,44.636481031131034,28.827063092399268,12.673041557157418,43.416528633530106,46.78624288139071,-3.369714247860607
2023-01-06 20:00:00,16930.5,17031.5,16876.5,16940.0,21085.237,16643.8703451208,,16643.8703451208,67.63498603791348,44.77772516962001,30.90816553081886,11.25450219435794,49.41480744682849,47.31195579447827,2.1028516523502176
2023-01-07 00:00:00,16940.0,16974.0,16923.0,16945.0,4241.071,16654.0833106087,,16654.0833106087,68.00999646865803,44.90888044107407,29.729028153984977,10.825146263097828,53.95004232964857,48.63957310151233,5.310469228136235
2023-01-07 04:00:00,16945.0,16945.0,16916.0,16935.5,2595.28,16656.8249795478,,16656.8249795478,66.43491785198512,44.88704644755735,29.050363466792845,11.129055185573556,56.13063897767279,50.13778627674443,5.99285270092836
2023-01-07 08:00:00,16935.5,16941.5,16905.5,16914.0,3229.073,16666.392481593,,16666.392481593,62.88532662581229,44.64290994261078,28.190044519119212,11.66323435154848,55.4843185283753,51.20709272707061,4.277225801304688
2023-01-07 12:00:00,16914.0,16937.5,16904.0,16928.0,3388.292,16679.3032334337,,16679.3032334337,64.22570461532686,44.382629859508874,27.377533560666578,11.456125882866083,55.462451298542874,52.058164441365065,3.4042868571778087
2023-01-07 16:00:00,16928.0,16939.5,16909.0,16939.5,2281.132,16697.7979100904,,16697.7979100904,65.33321967713735,44.16095636513236,26.80532519745058,11.141272772294375,55.73064704384524,52.7926609618611,2.9379860819841355
2023-01-07 20:00:00,16939.5,16949.0,16920.5,16938.0,3155.882,16722.3931190813,,16722.3931190813,65.05033709594535,44.054598792074124,26.98100933704626,10.841434769605277,55.186006707044726,53.27133011089783,1.9146765961468972
2023-01-08 00:00:00,16938.0,16946.0,16907.0,16936.5,3326.767,16723.6788071732,,16723.6788071732,64.74842117768567,43.598892605115864,25.951754256212627,11.748348901859572,54.010735711464804,53.419211231011225,0.5915244804535789
2023-01-08 04:00:00,16936.5,16943.5,16932.5,16943.0,1749.366,16752.1609264559,,16752.1609264559,65.49575690687297,43.1757368600832,25.654491162057546,11.613778016542863,52.9929509062531,53.33395916605961,-0.3410082598065074
2023-01-08 08:00:00,16943.0,16962.0,16920.5,16921.0,4354.471,16761.5448338103,,16761.5448338103,60.797699419703626,43.01755784249901,26.49601791484027,11.097322891630638,49.8366471311565,52.63449675907899,-2.7978496279224956
2023-01-08 12:00:00,16921.0,17010.5,16915.0,16990.0,8121.541,16772.3653504293,,16772.3653504293,68.44324656988437,43.4171423201112,28.90709710514346,9.995747316477434,52.300094063703,52.5676162200038,-0.26752215630079945
2023-01-08 16:00:00,16990.0,17010.0,16915.0,16925.0,8119.357,16772.3653504293,,16772.3653504293,57.138196411712556,43.78818504932253,26.128558455652477,9.034960069374835,48.44894742608449,51.74388246121994,-3.2949350351354525
2023-01-08 20:00:00,16925.0,17190.0,16922.0,17119.5,23219.12,16795.7384338477,,16795.7384338477,72.02727002454104,45.447000335014685,35.40327572741102,6.992912236780918,60.39521205557321,53.4741483800906,6.921063675482614
2023-01-09 00:00:00,17119.5,17236.5,17094.0,17187.0,24713.256,16888.2645904629,,16888.2645904629,75.24158822590309,47.20078517400309,35.08566561407241,6.19159094359936,74.45117195553757,57.66955309517999,16.781618860357582
2023-01-09 04:00:00,17187.0,17249.0,17171.0,17190.5,8816.672,16937.3131314166,,16937.3131314166,75.39943945663084,48.88406028777531,33.87966080718592,5.799823954757807,84.89443202581606,63.11452888130721,21.77990314450885
2023-01-09 08:00:00,17190.5,17271.0,17180.5,17224.0,13069.769,16953.181818275,,16953.181818275,76.9164520875336,50.543568949542205,33.17846028955987,5.374878767339963,94.7813801489574,69.44789913483724,25.333481014120153
2023-01-09 12:00:00,17224.0,17320.0,17183.0,17259.5,21437.02,16965.0886364475,,16965.0886364475,78.43412932257151,52.28322222169158,33.45460031654489,4.801370131862554,104.27934371952142,76.41418805177408,27.865155667747345
2023-01-09 16:00:00,17259.5,17385.0,17254.5,17279.0,21503.201,17022.8297728027,,17022.8297728027,79.24148353255569,54.12225837921081,35.06804713327526,4.327673393998819,112.08795513555378,83.54894146853002,28.539013667023767
2023-01-09 20:00:00,17279.0,17293.0,17120.0,17173.5,18558.81,17022.8297728027,,17022.8297728027,65.05216859335259,53.064077441286315,30.738537740656984,13.391875968814135,108.51250305255235,88.54165378533449,19.970849267217858
2023-01-10 00:00:00,17173.5,17230.0,17138.5,17196.5,6738.366,17022.8297728027,,17022.8297728027,66.46212109550851,52.08148085607071,28.718982104682777,12.512015032771181,106.30937104390614,92.09519723704884,14.214173806857303
2023-01-10 04:00:00,17196.5,17228.0,17179.5,17192.0,5063.199,17022.8297728027,,17022.8297728027,65.90191011858596,51.16906974122765,27.680839065602754,12.059726672975236,103.01279330443504,94.27871645052609,8.734076853908945
2023-01-10 08:00:00,17192.0,17274.0,17184.0,17241.5,9171.273,17022.8297728027,,17022.8297728027,68.99755238536378,50.690363955529115,29.259392226844525,11.247234200571945,103.20478745950095,96.06393065232108,7.140856807179873
2023-01-10 12:00:00,17241.5,17362.5,17195.0,17308.5,25563.6,17022.8297728027,,17022.8297728027,72.62078337021703,50.83987868150133,32.0642350035788,9.909172187489197,107.52381664128188,98.35590785011324,9.167908791168642
2023-01-10 16:00:00,17308.5,17444.0,17265.0,17410.5,23276.692,17022.8297728027,,17022.8297728027,77.02327227070877,51.414838259729954,33.68596883526316,8.715836857740678,117.81908091029982,102.24854246215057,15.57053844814925
2023-01-10 20:00:00,17410.5,17480.5,17384.0,17430.5,15836.681,17099.2314823842,,17099.2314823842,77.77780605913463,52.12112117644978,33.95637106676101,8.146272232086222,126.13794515627887,107.02642300097624,19.111522155302637
2023-01-11 00:00:00,17430.5,17495.0,17361.0,17409.0,11315.775,17099.2314823842,,17099.2314823842,74.92918506069553,52.335529755682515,30.933464986551133,8.949075495771917,129.50300466345288,111.52173933347157,17.981265329981312
2023-01-11 04:00:00,17409.0,17450.0,17381.5,17439.0,6388.074,17099.2314823842,,17099.2314823842,76.23700409584507,52.53462343639863,29.488280506679782,8.53098250097455,133.05679197348218,115.8287498614737,17.22804211200848
2023-01-11 08:00:00,17439.0,17461.5,17398.5,17427.0,5686.147,17117.2725006581,,17117.2725006581,74.56152633556972,52.78916476637043,28.991424234275353,8.153685513848476,133.3675165955974,119.33650320829844,14.03101338729897
2023-01-11 12:00:00,17427.0,17431.0,17309.5,17328.5,17169.239,17117.2725006581,,17117.2725006581,62.43256312132186,51.31556872065754,26.552439274496955,13.630182285083512,124.23355421582892,120.31591340980454,3.91764080602438
2023-01-11 16:00:00,17328.5,17548.0,17316.5,17536.0,25201.05,17117.2725006581,,17117.2725006581,72.55931878509247,50.81165646637605,30.083667790028912,11.623668343035138,132.21425543719306,122.69558181528225,9.518673621910807
2023-01-11 20:00:00,17536.0,18031.0,17495.0,17929.0,45818.945,17282.1921529798,,17282.1921529798,82.29424044628806,52.104681859474454,46.20150426189543,8.502665893234665,168.31065376803963,131.81859620583373,36.4920575622059
2023-01-12 00:00:00,17929.0,18377.0,17896.0,18206.5,49298.976,17559.4729376818,,17559.4729376818,86.05592519894091,53.870239896627744,51.50295979659249,6.750895265558945,216.8099897392931,148.8168749125256,67.99311482676748
2023-01-12 04:00:00,18206.5,18224.5,18060.0,18128.0,13359.167,17573.5756439136,,17573.5756439136,80.82470144579756,55.50968664541294,47.87054055988349,6.274765700880092,246.07516761148145,168.26853345231677,77.80663415916467
2023-01-12 08:00:00,18128.0,18212.0,18060.0,18193.5,12061.949,17578.5930795223,,17578.5930795223,81.81787139428488,57.0320300549992,44.731211712378006,5.863269345382101,271.42452158414744,188.89973107868292,82.52479050546452
2023-01-12 12:00:00,18193.5,18350.0,17910.5,18078.0,88009.913,17578.5930795223,,17578.5930795223,74.49112227846732,56.92093315554745,37.145814327050786,10.637320595717377,278.9782943936807,206.91544374168248,72.06285065199822
2023-01-12 16:00:00,18078.0,19099.0,18046.0,18874.5,92111.648,17686.435394413,,17686.435394413,84.6797751026564,58.07214424582417,47.48958469798513,7.399648095790659,345.2557141801444,234.5834978293749,110.67221635076953
2023-01-12 20:00:00,18874.5,19133.5,18668.0,18820.0,41343.207,17963.6418549717,,17963.6418549717,82.25873033851869,59.178083225959014,42.41715238509852,6.46312362721983,388.90035117317893,265.4468684981357,123.45348267504323
2023-01-13 00:00:00,18820.0,18865.5,18692.0,18861.0,12437.16,17963.6418549717,,17963.6418549717,82.66036854934,60.205026564655654,40.36649286815718,6.150663567312957,421.93360977258635,296.74421675302585,125.1893930195605
2023-01-13 04:00:00,18861.0,18861.0,18766.0,18815.0,8646.156,17979.0974025271,,17979.0974025271,80.45953842548447,61.1586168077311,39.24763642860975,5.980182828194637,439.3364920396707,325.26267181035485,114.07382022931586
2023-01-13 08:00:00,18815.0,19036.0,18796.5,18909.5,23341.317,18093.4376622744,,18093.4376622744,81.54652931469403,62.24884586305791,41.61464209250996,5.561655315044517,455.5030067271073,351.31073879370535,104.19226793340192
2023-01-13 12:00:00,18909.5,19288.0,18787.0,19237.0,57645.476,18146.6688960469,,18146.6688960469,84.71905700038313,63.503565291103605,42.79741814190382,4.8042143057988325,489.10351815769536,378.8692946665034,110.23422349119198
2023-01-13 16:00:00,19237.0,19398.0,19030.5,19345.0,48007.524,18302.2520064422,,18302.2520064422,85.59835597742469,64.76001777235265,41.54774318986153,4.3375607141375925,518.4702605245911,406.7894878381209,111.68077268647022
2023-01-13 20:00:00,19345.0,20013.5,19293.5,19909.0,85447.531,18616.701805798,,18616.701805798,89.11944798492743,66.29986875367102,49.02099588289744,3.599807155647803,580.5613520026491,441.5438606710266,139.01749133162247
2023-01-14 00:00:00,19909.0,21550.0,19869.5,20979.0,144432.012,19272.4816252182,,19272.4816252182,92.74398662095228,68.14627371710911,61.72216811059757,2.5217209722118237,707.9482601179043,494.8247405604022,213.1235195575021
2023-01-14 04:00:00,20979.0,21047.5,20792.0,20909.0,20952.911,19549.5584626964,,19549.5584626964,90.61725995847759,69.86079261173019,58.83705881416438,2.403846943436582,794.1009857339304,554.6799895951078,239.4209961388226
2023-01-14 08:00:00,20909.0,21039.0,20240.5,20729.0,68172.871,19549.5584626964,,19549.5584626964,85.20650558899207,69.38462819615694,50.83896495294592,11.465791421718496,838.1910016925358,611.3821920145934,226.80880967794235
2023-01-14 12:00:00,20729.0,21243.5,20502.0,20785.5,57062.311,19549.5584626964,,19549.5584626964,85.49919012512369,69.0916946794619,48.05537856243065,10.093633794394245,867.68954978896,662.6436635694668,205.04588621949324
2023-01-14 16:00:00,20785.5,20934.5,20654.0,20789.5,20097.206,19549.5584626964,,19549.5584626964,85.52103064044532,68.81968498538792,45.82142102422166,9.624409537350594,881.2318361916987,706.3612980939132,174.87053809778547
2023-01-14 20:00:00,20789.5,21093.0,20766.5,20952.5,16149.673,19549.5584626964,,19549.5584626964,86.41871523975385,68.68748087378738,45.97140270741119,9.094448106707985,894.8022105962227,744.0494805943752,150.75273000184757
2023-01-15 00:00:00,20952.5,21002.5,20555.0,20726.5,27083.22,19549.5584626964,,19549.5584626964,79.09640094421287,67.78700373377471,42.5158643423509,11.963436242329193,877.2086040972463,770.6813052949494,106.52729880229685
2023-01-15 04:00:00,20726.5,20795.5,20668.5,20748.5,9121.189,19549.5584626964,,19549.5584626964,79.28044420785383,66.95084638947723,41.56106954552694,11.69476884362991,855.1827459673041,787.5815934294204,67.60115253788365
2023-01-15 08:00:00,20748.5,20773.0,20573.0,20735.5,16100.189,19549.5584626964,,19549.5584626964,78.83872750673193,65.80627327703677,40.03623332118317,13.01760107931376,827.1433101564689,795.4939367748302,31.649373381638725
2023-01-15 12:00:00,20735.5,21000.0,20658.5,20920.5,22642.925,19607.4984204263,,19607.4984204263,80.50347374993123,65.01665221417498,41.706981093325105,12.194867954492073,810.5067913855128,798.4965076969668,12.010283688545996
2023-01-15 16:00:00,20920.5,21066.0,20642.5,20866.5,30665.496,19627.6235783837,,19627.6235783837,78.56071704110286,64.360428338697,39.67369183343864,11.245662026416388,783.9282448682643,795.5828551312263,-11.654610262962024
2023-01-15 20:00:00,20866.5,20959.0,20730.0,20878.0,12928.165,19671.8362205453,,19671.8362205453,78.67872349578911,63.75107759718175,37.953405113004315,10.758040074626381,755.0883210172215,787.4839483084254,-32.39562729120394
2023-01-16 00:00:00,20878.0,21450.0,20774.0,21086.0,50869.981,19853.8025984908,,19853.8025984908,80.74328526754377,63.72317490913319,42.15473087447503,9.454741876253642,740.4805365639259,778.0832659595255,-37.60272939559968
2023-01-16 04:00:00,21086.0,21300.0,21050.0,21112.0,17913.631,19967.6223386417,,19967.6223386417,80.99106577806643,63.69726527023096,40.214423729422464,9.019556955449637,722.6712406354054,767.0008608947016,-44.329620259296235
2023-01-16 08:00:00,21112.0,21112.0,20630.5,20814.0,32995.556,19967.6223386417,,19967.6223386417,69.89081807992906,61.986800843643486,36.70975764783732,15.826281199488228,676.7104390887253,748.9427765335064,-72.23233744478114
2023-01-16 12:00:00,20814.0,21063.0,20600.0,20991.0,35537.883,19967.6223386417,,19967.6223386417,72.31765256083285,60.28681713531809,33.67103768120893,15.061521289973387,647.1091223317671,728.5760456931586,-81.46692336139142
2023-01-16 16:00:00,20991.0,21429.5,20912.0,21306.5,42114.021,19967.6223386417,,19967.6223386417,76.0268287965011,59.266717782399716,37.03719960010748,13.69680469748432,641.7108357292309,711.2030037003731,-69.49216797114218
2023-01-16 20:00:00,21306.5,21488.0,21024.0,21179.0,27609.462,19967.6223386417,,19967.6223386417,71.8377112637786,58.40155285372857,35.07178764609286,12.594861197961768,619.9975247360271,692.9619079075039,-72.96438317147681
2023-01-17 00:00:00,21179.0,21297.0,20824.5,21121.5,26006.857,19967.6223386417,,19967.6223386417,69.96538620974546,56.83628070303731,32.22833229858936,14.996908079259974,591.3332779494885,672.6361819159009,-81.30290396641237
2023-01-17 04:00:00,21121.5,21230.0,21051.0,21129.5,11021.832,19967.6223386417,,19967.6223386417,70.08221905815722,55.38281370596686,31.196451322142043,14.516739759995293,562.774870604484,650.6639196536175,-87.88904904913352
2023-01-17 08:00:00,21129.5,21244.0,21076.5,21217.5,12612.853,20007.2454689931,,20007.2454689931,71.40012500204612,54.05977210398214,30.482597142492267,14.062990509677691,541.0066042161816,628.7324565661304,-87.72585234994881
2023-01-17 12:00:00,21217.5,21626.5,20985.0,21170.5,70861.865,20075.5959220938,,20075.5959220938,69.63576478157468,53.49495031277422,33.81064383857459,12.45705289487664,514.0370894764419,605.7933831481928,-91.75629367175088
2023-01-17 16:00:00,21170.5,21413.0,21068.5,21319.0,23646.886,20075.5959220938,,20075.5959220938,71.99082432534112,52.97047293522401,31.716016033057485,11.685316944121494,498.8953091022704,584.4137683390084,-85.51845923673795
2023-01-17 20:00:00,21319.0,21394.0,21110.5,21118.0,16852.072,20077.760196896,,20077.760196896,64.67852532368809,52.483458227498815,30.065317597317843,11.07714048271857,465.31248619826874,560.5935119108605,-95.28102571259171
2023-01-18 00:00:00,21118.0,21369.5,21086.0,21255.5,18815.375,20085.6591772064,,20085.6591772064,67.13757723846109,51.90975416646872,28.469603043292004,10.947894267468959,444.6671122854641,537.4082319857812,-92.74111970031709
2023-01-18 04:00:00,21255.5,21315.0,21220.5,21293.0,7370.766,20211.5182594857,,20211.5182594857,67.79606998802387,51.37702896694078,27.937326073742824,10.743208871091218,426.415983296396,515.2097822479042,-88.79379895150817
2023-01-18 08:00:00,21293.0,21300.0,21036.0,21192.0,17787.87,20211.5182594857,,20211.5182594857,64.07218918319509,49.93049698884556,26.449570163425832,13.892779371309036,399.2002442502999,492.00787464838334,-92.80763039808346
2023-01-18 12:00:00,21192.0,21673.0,20800.0,21025.0,91991.153,20211.5182594857,,20211.5182594857,58.36378780058696,49.41012953866567,29.044285486319648,11.678086381184745,360.0061439235833,465.60752850342334,-105.60138457984004
2023-01-18 16:00:00,21025.0,21150.0,20385.0,20890.0,111177.228,20211.5182594857,,20211.5182594857,54.16283045333708,47.2259032795209,25.246294641939553,17.24481076697701,314.4266505744599,435.3713529176307,-120.94470234317077
2023-01-18 20:00:00,20890.0,20929.5,20594.5,20674.0,26933.959,20211.5182594857,,20211.5182594857,48.186496965499444,45.19769318174362,23.779835021341043,16.243126400486886,257.9022423884053,399.8775308117856,-141.97528842338033
2023-01-19 00:00:00,20674.0,20814.0,20650.0,20739.0,11672.895,20211.5182594857,,20211.5182594857,49.9752989293238,43.314355233807575,23.073249160201517,15.760483714152604,215.86286569120057,363.07459778766867,-147.2117320964681
2023-01-19 04:00:00,20739.0,20871.0,20739.0,20809.5,8847.058,20211.5182594857,,20211.5182594857,51.91437572833513,41.72696311926065,23.57815240505772,15.364755934655976,186.08998804306248,327.67767583874746,-141.58768779568499
2023-01-19 08:00:00,20809.5,20837.0,20682.0,20725.5,12824.82,20211.5182594857,,20211.5182594857,49.45461865697158,40.001166869637586,22.852541255124663,16.023625483865732,153.9421210760811,292.9305648862142,-138.9884438101331
2023-01-19 12:00:00,20725.5,20945.0,20645.0,20855.0,32258.721,20211.5182594857,,20211.5182594857,53.14078363849216,38.728788331572105,23.64505916748006,15.057734625163638,137.33120398142637,261.81069270525666,-124.47948872383029
2023-01-19 16:00:00,20855.0,21123.5,20777.5,21075.0,29806.385,20211.5182594857,,20211.5182594857,58.65690567339014,38.05164455882122,25.591529703105724,14.008891425092692,140.3017822806978,237.50891062034492,-97.20712833964711
2023-01-19 20:00:00,21075.0,21173.5,20895.5,21058.5,24797.873,20211.5182594857,,20211.5182594857,58.1044540982464,37.557518488820634,25.159175875779095,13.212564450347909,139.71403841510255,217.94993617929646,-78.23589776419391
2023-01-20 00:00:00,21058.5,21213.0,21002.0,21077.5,17924.837,20211.5182594857,,20211.5182594857,58.58812977911002,37.20771966085314,24.87329130592328,12.625922494771075,139.17704207123097,202.19535735768338,-63.018315286452406
2023-01-20 04:00:00,21077.5,21117.0,20853.0,20949.0,17430.677,20211.5182594857,,20211.5182594857,54.04383237414599,36.10015919321498,23.4692149731715,15.09915603489535,126.91954303177408,187.14019449250154,-60.22065146072745
2023-01-20 08:00:00,20949.0,20984.0,20889.0,20954.0,9256.882,20211.5182594857,,20211.5182594857,54.19271472783743,35.07171018755097,22.96680029540901,14.77592248735533,116.26857320847557,172.96587023569637,-56.6972970272208
2023-01-20 12:00:00,20954.0,21242.0,20947.0,21126.0,29221.186,20211.5182594857,,20211.5182594857,59.10125671732253,34.91247492226823,27.27520519123251,13.788795171414419,120.31959601690687,162.4366153919385,-42.11701937503162
2023-01-20 16:00:00,21126.0,21526.0,21126.0,21486.0,48589.191,20405.5121733112,,20405.5121733112,67.05787176343678,35.45694396868091,31.161568976388697,12.563214252636126,150.84025951619697,160.11734421679017,-9.277084700593207
2023-01-20 20:00:00,21486.0,22780.0,21486.0,22656.5,101881.657,20916.3609559801,,20916.3609559801,80.40553780199599,37.633043552990785,46.706760728195725,9.592784286951277,266.4067023202988,181.3752158374919,85.03148648280688
2023-01-21 00:00:00,22656.5,22794.0,22413.0,22535.5,25736.136,21394.2248603821,,21394.2248603821,76.93515679843334,39.66556006173578,43.70558867476401,8.923760097960601,344.2618161717146,213.95253590433646,130.30928026737814
2023-01-21 04:00:00,22535.5,22667.0,22508.0,22626.0,8219.424,21451.4523743439,,21451.4523743439,77.71006091869992,41.55289681985614,42.37731545996415,8.652554701286354,408.5555741331191,252.873143550093,155.68243058302608
2023-01-21 08:00:00,22626.0,23347.0,22567.0,22903.0,84975.051,21700.5571369095,,21700.5571369095,79.93239285419513,43.82682658580603,48.575503232299404,7.455510971247594,476.3691386426726,297.5723425686089,178.7967960740637
2023-01-21 12:00:00,22903.0,23283.0,22837.0,22992.0,44445.938,21795.4014232185,,21795.4014232185,80.60160045768797,45.93833279704522,44.762194467140134,6.870233136874168,531.1704311941176,344.29196029371064,186.8784709004069
2023-01-21 16:00:00,22992.0,23381.0,22971.0,23278.5,33623.24,21914.8612808967,,21914.8612808967,82.61180015090162,47.96503148449744,43.25793533571426,6.374800150637524,590.9073933789332,393.61504691075515,197.29234646817804
2023-01-21 20:00:00,23278.5,23303.5,22679.5,22781.5,31138.417,21914.8612808967,,21914.8612808967,69.21270242193094,48.600518680189694,38.68550468523371,10.638794545842401,591.329145593485,433.15786664730115,158.17127894618386
2023-01-22 00:00:00,22781.5,22971.5,22602.0,22762.5,19782.838,21914.8612808967,,21914.8612808967,68.75359871477208,48.878409992298785,36.242554152075144,11.2914706143298,583.4051150425694,463.2073163263548,120.19779871621455
2023-01-22 04:00:00,22762.5,22978.5,22717.5,22893.0,11326.812,21914.8612808967,,21914.8612808967,70.21498302060685,49.14562473646613,34.70429430900148,10.77392219213524,580.9585940691468,486.75757187491325,94.20102219423353
2023-01-22 08:00:00,22893.0,22936.5,22721.0,22790.5,12790.339,21914.8612808967,,21914.8612808967,67.5429460090361,49.393752713192946,33.34527317494233,10.352015098291153,564.2445551974415,502.25496853941894,61.989586658022574
2023-01-22 12:00:00,22790.5,23083.0,22622.0,22789.5,31846.944,21914.8612808967,,21914.8612808967,67.51595122340571,49.83252862106834,33.215642422978576,9.495383958235848,544.6396010364515,510.7318950388255,33.90770599762601
2023-01-22 16:00:00,22789.5,22959.5,22660.0,22717.5,20654.389,21914.8612808967,,21914.8612808967,65.48654430276096,50.23996339266694,31.397829555666696,8.975724247321844,517.3292853714411,512.0513731053486,5.277912266092471
2023-01-22 20:00:00,22717.5,22773.5,22277.0,22703.5,42358.579,21914.8612808967,,21914.8612808967,65.07693476778891,48.87059357550165,28.603176544479187,15.042877451744143,488.9200148604359,507.4251014563661,-18.50508659593021
2023-01-23 00:00:00,22703.5,22829.5,22642.5,22657.0,12326.502,21914.8612808967,,21914.8612808967,63.65281921853618,47.718049864801515,28.649984646033648,14.51871782431276,457.3808996183616,497.4162610887652,-40.03536147040364
2023-01-23 04:00:00,22657.0,22791.5,22602.0,22690.0,9602.532,21914.8612808967,,21914.8612808967,64.25072269230515,46.47263678696118,27.600439933184838,14.769777620434377,430.0909272820536,483.9511943274229,-53.86026704536931
2023-01-23 08:00:00,22690.0,22959.0,22660.0,22907.5,19226.661,21914.8612808967,,21914.8612808967,67.98836861967665,45.69486253115542,29.265829303803624,13.904269051543944,421.15900106662957,471.39275567526425,-50.23375460863468
