time,open,high,low,close,volume,turnover,supertrend,upper_band,lower_band,rsi,blue(macd),red(macd_signal),green(macd_hist),blue(adx),green(pdi),red(mdi),vwma14,vwma7,blue(obv_sma5),red(obv_sma10)
1.72107E+12,63300.1,64900,63204.4,64696.1,31054.442,1993229376.5774,60966.5649452444,,60966.5649452444,81.8471359,1505.373068,1067.335571,438.0374975,37.55360299,39.0091137,6.63553225,61759.99356,62814.06166,-343688.9932,-382709.763
1.72109E+12,64696.1,64948.7,64422.6,64727.8,12448.734,805130066.89,61750.7484507199,,61750.7484507199,81.93056201,1619.668586,1177.802174,441.8664124,39.95414139,37.85565634,6.378281591,61958.21013,63318.90943,-327660.3956,-368342.3877
1.7211E+12,64727.8,65019.7,62704.2,62902.2,41667.128,2650586326.0116,61750.7484507199,,61750.7484507199,63.75779104,1545.126686,1251.267076,293.8596099,39.30225166,31.97926882,16.90834817,62292.69787,63359.92576,-316012.0346,-356444.1022
1.72112E+12,62902.2,63845.8,62350.3,63729.6,27914.817,1762069935.3616,61750.7484507199,,61750.7484507199,67.29811187,1535.12005,1308.037671,227.0823791,38.23278632,28.86291893,17.56671193,62535.78394,63468.41082,-303611.5998,-341331.6722
1.72113E+12,63729.6,64955.2,63029.3,64850.7,42885.964,2742639843.8668,61750.7484507199,,61750.7484507199,71.37794411,1599.218326,1366.273802,232.9445241,38.01585843,32.28479177,15.47526106,62960.5775,63843.42296,-289084.234,-325027.3359
1.72115E+12,64850.7,65213.7,64088,65134.2,27351.748,1768387420.1943,61750.7484507199,,61750.7484507199,72.31843273,1653.828448,1423.784731,230.0437164,37.97541777,31.63492851,14.39635566,63210.19519,64103.53559,-275297.407,-309493.2001
1.72116E+12,65134.2,65365,64111.1,65027,19741.38,1279339746.6724,61750.7484507199,,61750.7484507199,71.363538,1669.215541,1472.870893,196.3446474,38.03371231,30.12468192,13.28528617,63452.76268,64320.91664,-267948.6028,-297804.4992
1.72117E+12,65027,66119.2,64910,65669.5,20752.131,1361730853.5085,61854.277412249,,61854.277412249,73.61243154,1713.502117,1520.997138,192.5049792,38.53933814,32.51753069,12.29947204,63611.51895,64405.65781,-248115.9468,-282063.9907
1.72119E+12,65669.5,65977,65169.4,65230.1,12386.768,812198140.7913,62036.6296710241,,62036.6296710241,69.58755364,1693.620636,1555.521838,138.0987983,39.00884784,30.86996363,11.67629418,63907.80261,64437.84211,-236343.6078,-269977.6038
1.7212E+12,65230.1,65499,64528.3,64694.3,24805.134,1613229918.7459,62036.6296710241,,62036.6296710241,64.92583128,1616.001576,1567.617785,48.38379107,38.48707712,28.96999117,15.02256557,64090.16187,64837.91087,-238109.4884,-263596.8612
1.72122E+12,64694.3,65384.9,64501.8,64680.5,28042.656,1819411353.5832,62036.6296710241,,62036.6296710241,64.80541445,1535.672096,1561.228647,-25.55655157,37.96403979,27.32243536,14.33887389,64200.8661,64988.64516,-250954.2498,-263125.8284
1.72123E+12,64680.5,64732.2,63800,64547.9,24527.813,1576882431.8146,62036.6296710241,,62036.6296710241,63.58509339,1444.657579,1537.914434,-93.25685501,36.49831016,25.66327721,18.03979058,64318.04059,64957.58953,-264756.2978,-266352.4503
1.72125E+12,64547.9,64644.9,64001.3,64048.6,10594.57,681008845.1391,62036.6296710241,,62036.6296710241,59.07419206,1317.056375,1493.742822,-176.6864471,35.1372755,24.55462994,17.26047606,64400.46495,64854.92065,-284827.686,-266471.8164
1.72126E+12,64048.6,65132.9,63858.7,64833.1,16384.726,1057211014.9997,62036.6296710241,,62036.6296710241,63.46038784,1264.655929,1447.925443,-183.2695145,34.33221659,25.71376243,15.80476381,64525.4857,64827.61317,-299144.7754,-267744.1916
1.72128E+12,64833.1,65033.4,64366.2,64643.8,9875.123,639368908.0266,62036.6296710241,,62036.6296710241,61.74087324,1194.08856,1397.158067,-203.0695064,33.58466189,24.54637952,15.087241,64512.55445,64675.29432,-310475.8626,-274292.6755
1.72129E+12,64643.8,64924.4,64401.2,64719.6,9416.967,608785990.2067,62036.6296710241,,62036.6296710241,62.18274518,1131.239613,1343.974376,-212.7347632,32.89050395,23.64003724,14.53016478,64510.24751,64623.08906,-314315.0252,-282634.6375
1.7213E+12,64719.6,65086.9,63344.7,63506.8,34084.861,2186272047.4388,62036.6296710241,,62036.6296710241,51.86191597,972.3597864,1269.651458,-297.2916716,30.70820876,20.87586988,19.9218673,64616.47843,64323.56346,-320065.5974,-292410.9476
1.72132E+12,63506.8,63925,63200,63532.5,17424.107,1107402570.9027,62036.6296710241,,62036.6296710241,52.04355964,838.8504093,1183.491248,-344.640839,28.53044479,19.83641864,19.92369733,64636.15729,64129.03006,-320212.4342,-302520.0601
1.72133E+12,63532.5,64097.5,63403.3,63966.8,8604.808,549125163.5327,62036.6296710241,,62036.6296710241,55.12515631,759.3345108,1098.659901,-339.32539,26.69944043,20.08120399,18.95069055,64579.48695,64019.33504,-321915.2546,-310530.015
1.72135E+12,63966.8,64357.2,63281,64303.7,13605.158,868061068.6118,62036.6296710241,,62036.6296710241,57.41137784,715.2575589,1021.979432,-306.7218735,25.33207145,20.38652286,17.52204715,64503.86344,64051.8663,-318922.0188,-314698.9407
1.72136E+12,64303.7,64476.4,63579.6,63678.8,12302.983,788140258.3038,62036.6296710241,,62036.6296710241,52.10842787,622.7236786,942.1282817,-319.4046031,24.21537373,19.93695283,16.41174578,64419.52439,63886.73984,-320272.773,-317293.8991
1.72138E+12,63678.8,64180.3,63361.9,64101.9,18742.052,1195883679.7625,62036.6296710241,,62036.6296710241,55.13039014,576.880625,869.0787503,-292.1981253,22.83690775,18.76817294,17.00906005,64287.07883,63856.5814,-311058.1446,-315561.871
1.72139E+12,64101.9,65881.7,64012.6,65813.8,42914.093,2796428450.7976,62036.6296710241,,62036.6296710241,64.80670381,670.9513878,829.4532778,-158.50189,23.37973394,27.87409924,14.86563192,64485.50087,64370.30187,-296745.519,-308478.9766
1.7214E+12,65813.8,67368.4,65807,67118,41826.335,2785675029.6563,63239.160210945,,63239.160210945,70.0974441,841.0461292,831.7718481,9.274281125,24.88569002,34.73119211,13.35193433,64849.39844,65299.13287,-275788.588,-298851.9213
1.72142E+12,67118,67332.8,66576.2,66631.9,12515.921,837589114.8797,63713.8341898505,,63713.8341898505,66.10830977,925.9494608,850.6073706,75.34209013,26.28407782,32.97881475,12.67825669,64948.53361,65614.47659,-260055.8728,-289488.9458
1.72143E+12,66631.9,66797.4,66202,66566.5,8522.032,566652908.6514,63713.8341898505,,63713.8341898505,65.56767611,976.6999403,875.8258846,100.8740558,27.00897655,31.62647472,14.73555427,65040.48752,65762.66063,-243566.9674,-281919.8702
1.72145E+12,66566.5,66743.7,66400.1,66524.6,5222.047,347611722.9593,63713.8341898505,,63713.8341898505,65.19978934,1001.988778,901.0584633,100.930315,27.68209681,30.84051288,14.36935527,65113.10381,65930.41167,-231870.8818,-271464.5132
1.72146E+12,66524.6,66725.3,66421,66445,5142.467,342104378.8989,63881.960424401,,63881.960424401,64.45984783,1004.033437,921.6534581,82.3799792,28.30713705,30.12645697,14.03665902,65160.71858,66155.40188,-229786.1082,-263265.8136
1.72148E+12,66445,66824.2,66251,66800,7168.072,476946100.4935,63943.5693819609,,63943.5693819609,66.29689809,1022.51249,941.8252645,80.6872255,28.5895522,28.77496241,14.73744632,65231.68993,66504.98445,-234632.9872,-255210.7876
1.72149E+12,66800,67599.9,66633.6,67199.3,21392.279,1437865639.0141,64492.2324437648,,64492.2324437648,68.28277609,1057.190808,964.8983731,92.29243458,29.4838323,32.65345305,13.62756867,65419.74669,66942.30557,-232698.2262,-246377.0495
1.72151E+12,67199.3,67410.5,66754,67103.2,9769.162,655111008.36,64523.2341993884,,64523.2341993884,67.25565824,1064.646575,984.8480134,79.7985611,30.31423524,30.94817446,12.91588893,65782.38449,66859.46194,-231012.8912,-237289.9293
1.72152E+12,67103.2,67398,66927.8,67147.9,5255.101,353063871.1742,64718.7257794495,,64718.7257794495,67.50053867,1061.921075,1000.262626,61.65844904,31.08532369,29.74982571,12.41577092,66000.14017,66929.31686,-227232.1266,-229551.5042
1.72153E+12,67147.9,67210.3,66556,66672,8226.443,549684823.5875,64718.7257794495,,64718.7257794495,62.16976869,1009.720514,1002.154203,7.566310817,31.07031217,28.11822079,14.85130878,66108.43306,66945.00043,-224068.1572,-226927.1327
1.72155E+12,66672,67036.4,66640.1,66851.1,5872.165,392572406.2451,64718.7257794495,,64718.7257794495,63.34305378,971.6030321,996.0439691,-24.44093699,31.05637289,27.14707278,14.3383738,66249.56929,66971.1673,-221163.3692,-227898.1782
1.72156E+12,66851.1,67498.9,66562.9,67137.3,13364.395,896414781.1528,64718.7257794495,,64718.7257794495,65.20041895,953.497278,987.5346309,-34.03735288,31.5111232,28.94509313,13.18048847,66460.7652,67040.50194,-219864.158,-226281.1921
1.72158E+12,67137.3,67772,65738,67395.8,46743.689,3126476387.0922,64718.7257794495,,64718.7257794495,66.8349647,949.0668749,979.8410797,-30.77420479,30.42238881,24.3443889,17.53164348,66836.58434,67206.21647,-207262.3766,-219137.6339
1.72159E+12,67395.8,68371.7,67247.7,68150,22746.45,1544986590.0607,65037.1548855072,,65037.1548855072,71.10007652,994.944287,982.8617212,12.08256584,30.05468905,26.85131114,16.01661708,67181.66828,67399.25259,-191162.3254,-209197.226
1.72161E+12,68150,68467.9,67698.5,67849.9,12929.714,879824460.5208,65357.0893969564,,65357.0893969564,67.38654351,995.6101308,985.4114031,10.19872772,29.81061869,25.9920197,15.05739749,67242.80886,67474.97851,-176002.9284,-200035.5428
1.72162E+12,67849.9,67972.8,67110,67212.4,11971.139,807780998.1283,65357.0893969564,,65357.0893969564,60.19419521,933.9311181,975.1153461,-41.18422803,28.61354392,24.23893304,18.64226287,67282.31545,67463.28802,-164412.1922,-192787.7807
1.72164E+12,67212.4,67592.8,66925,67498.5,9846.517,662460908.8791,65357.0893969564,,65357.0893969564,62.14683477,897.7868076,959.6496384,-61.86283081,27.21896726,22.94877243,19.12453178,67326.64016,67518.81548,-153525.0316,-186694.5948
1.72165E+12,67498.5,67940,66543,67043,27536.012,1849633412.1152,65357.0893969564,,65357.0893969564,57.3253828,822.9012446,932.2999596,-109.398715,25.36064059,20.49157378,20.00464971,67309.22352,67455.55754,-157493.8112,-182378.0939
1.72166E+12,67043,68249.8,66784,68186.3,16797.854,1134249938.6134,65357.0893969564,,65357.0893969564,64.72321299,846.0558463,915.051137,-68.99529068,24.05419436,20.56104219,17.84554538,67396.54404,67566.80525,-162652.31,-176907.3177
1.72168E+12,68186.3,68222.6,67132.1,67493.6,14963.291,1012542003.0065,65357.0893969564,,65357.0893969564,58.14624041,799.2971343,891.9003364,-92.60320215,22.84106571,18.9245849,16.425215,67421.73308,67625.86824,-168217.5242,-172110.2263
1.72169E+12,67493.6,67719.8,67176,67437.1,8840.489,596418741.1821,65357.0893969564,,65357.0893969564,57.63182229,749.046894,863.3296479,-114.282754,21.71458912,18.14886105,15.751941,67444.51139,67493.76989,-173156.6084,-168784.4003
1.72171E+12,67437.1,67494,66230,66559.3,22181.784,1478631775.2443,65357.0893969564,,65357.0893969564,50.20097132,631.116969,816.8871122,-185.7701431,21.0709719,16.45996739,21.25071257,67372.78666,67267.86007,-184501.3528,-169013.1922
1.72172E+12,66559.3,67141.7,66403.2,66640.8,14091.303,940982815.6374,65357.0893969564,,65357.0893969564,50.83481274,538.030937,761.1158771,-223.0849401,20.47332733,15.54951372,20.0752674,67334.1064,67196.33574,-187520.6342,-172507.2227
1.72174E+12,66640.8,67347.2,65920.7,66552.2,40019.654,2665321283.4284,65357.0893969564,,65357.0893969564,50.08843615,451.9010722,699.2729162,-247.3718439,20.5324823,13.94496712,21.49399692,67237.63602,66997.25467,-201903.4172,-182277.8636
1.72175E+12,66552.2,66740.6,65371.6,65504.7,32295.118,2129828326.9815,65357.0893969564,,65357.0893969564,42.19964326,295.7092856,618.56019,-322.8509045,21.19284572,12.60108879,23.28798207,67055.2012,66665.71743,-219752.5656,-193985.0449
1.72176E+12,65504.7,66042.9,65453.8,65922.1,12733.218,838118374.4026,65357.0893969564,,65357.0893969564,45.85882402,203.2637629,535.5009046,-332.2371417,21.80604033,12.0623899,22.29241651,67002.33969,66424.46884,-233286.9726,-203221.7905
1.72178E+12,65922.1,66163.3,65449.4,66031.7,10786.339,709904720.3502,65357.0893969564,,65357.0893969564,46.81100159,137.2615583,455.8530353,-318.591477,22.12831445,12.31618297,21.11440408,66890.36033,66280.91042,-240227.755,-212364.5539
1.72179E+12,66031.7,66065,65603,66063.3,7344.432,483828534.89,65357.0893969564,,65357.0893969564,47.0998754,86.50699283,381.9838268,-295.476834,22.42756899,11.87870994,20.36441666,66747.06138,66196.15353,-248517.9116,-218019.2729
1.72181E+12,66063.3,66611.8,65982,66361,11914.831,790758971.0563,65357.0893969564,,65357.0893969564,49.86252167,69.50433334,319.4879281,-249.9835948,21.5945261,15.59297356,19.35512542,66668.91166,66149.00313,-246421.1712,-224162.2942
1.72182E+12,66361,67105.2,66067,66156.4,28499.95,1896955129.9225,65357.0893969564,,65357.0893969564,48.00692349,39.06972169,263.4042868,-224.3345652,20.12859813,18.17526513,17.7898861,66587.03202,66102.2096,-243565.3972,-231658.9814
1.72184E+12,66156.4,66693.1,65550,65640.6,21171.012,1399480034.9087,65357.0893969564,,65357.0893969564,43.60164868,-26.36673726,205.450082,-231.8168193,19.39118069,16.58493791,20.19069856,66479.25203,65879.50549,-247490.4692,-240388.7209
1.72185E+12,65640.6,66068.9,64903,65364.6,19574.405,1281498927.1327,65357.0893969564,,65357.0893969564,41.41184043,-99.35123659,144.4898183,-243.8410549,19.52243559,15.13072732,23.28614987,66336.29619,65897.58568,-257487.69,-248857.7225
1.72187E+12,65364.6,65618,63828.5,64067.9,34395.941,2217461108.4785,67828.2956620386,67828.2956620386,,33.02095302,-258.8410724,63.82364016,-322.6647126,20.68347787,13.21537748,27.93929652,65944.99378,65424.49593,-275832.9854,-262175.4485
1.72188E+12,64067.9,64376,63750,64108.3,13320.433,854335731.4214,67045.3410958348,67045.3410958348,,33.47323192,-377.6249486,-24.46607759,-353.158871,21.82729211,12.61383968,27.23834814,65773.12096,65247.71109,-293897.1604,-270159.1658
1.72189E+12,64108.3,64463.7,63800,64075.8,15780.006,1011631453.9559,67015.0669862513,67015.0669862513,,33.2785532,-468.9784135,-113.3685448,-355.6098687,22.72399922,12.64348015,25.89266658,65627.07066,65078.46333,-309417.3466,-276491.3719
1.72191E+12,64075.8,64997,63378.5,64764,43032.18,2762224051.3173,67015.0669862513,67015.0669862513,,41.09149871,-480.3080123,-186.7564383,-293.551574,22.59814153,14.97558566,22.91905761,65437.47679,64914.54112,-312096.8944,-279793.6818
1.72192E+12,64764,65150,64330,64654.7,18458.151,1196048103.6007,67015.0669862513,67015.0669862513,,40.28467367,-492.4299714,-247.8911449,-244.5388265,22.22268056,15.19275293,21.56762253,65335.94948,64672.04679,-314553.1914,-286020.4407
1.72194E+12,64654.7,66205.8,64379.4,65767.6,23599.102,1546102931.3749,67015.0669862513,67015.0669862513,,50.86379625,-407.5371476,-279.8203454,-127.7168021,20.92167357,20.47325232,18.89513785,65204.55075,64703.85467,-305410.4798,-290621.7326
1.72195E+12,65767.6,67467,65695,67010.5,27031.163,1803574282.3744,67015.0669862513,67015.0669862513,,59.49444031,-237.23266,-271.3028084,34.07014833,21.01407684,26.28496257,16.72922369,65340.56589,64985.24893,-293525.6222,-293711.3913
1.72197E+12,67010.5,67153.9,66835.5,66875.9,10121.118,677798487.6157,67015.0669862513,67015.0669862513,,58.30016368,-111.8370341,-239.4096535,127.5726194,21.09987988,25.71458207,16.36620157,65369.10507,65320.17599,-280508.987,-294963.1668
1.72198E+12,66875.9,67500,66875.9,67295,11686.789,785835948.4962,64104.3495821096,,64104.3495821096,60.930003,21.114377,-187.3048474,208.4192244,21.49585274,27.01724342,15.6493655,65422.82654,65582.16554,-273761.43,-292929.1622
1.722E+12,67295,68012.8,66857.6,67529,34768.112,2345620008.7341,64313.3996238987,,64313.3996238987,62.35743982,143.7046349,-121.1029509,264.8075859,22.29986983,28.41229375,14.39274733,65641.50554,66124.31166,-256368.6204,-285460.9059
1.72201E+12,67529,68136.3,67270.4,67958.2,13253.903,896262564.173,64633.9596615088,,64633.9596615088,64.8911594,272.3516503,-42.41203069,314.763681,23.14800645,27.55095775,13.51661484,65711.83643,66720.65737,-241044.8506,-273227.6652
1.72202E+12,67958.2,68212.6,67370.5,67881.2,14017.797,950469007.591,64776.4686953579,,64776.4686953579,64.05811293,363.8972988,38.8498352,325.0474636,24.00078073,26.44278127,12.70652447,65770.92724,67125.19945,-233930.8728,-263728.2475
1.72204E+12,67881.2,68058.9,67616,67770,6538.076,443397548.0982,64991.0068258221,,64991.0068258221,62.80418939,422.6034644,115.600561,307.0029034,24.79264257,25.57461804,12.28934683,65826.35621,67433.96135,-226100.2866,-253304.6368
1.72205E+12,67770,68288.1,67748.3,68024.1,7842.725,533610948.1158,65294.4611432399,,65294.4611432399,64.51358882,484.0524151,189.2909319,294.7614832,25.74167555,26.27220508,11.78164126,65922.30413,67597.60983,-219038.5132,-246399.9716
1.72207E+12,68024.1,68250,67866.6,68203.6,6501.223,442566514.3201,65491.9150289159,,65491.9150289159,65.71234747,540.9990014,259.6325458,281.3664556,26.62292046,25.46743424,11.42074573,66241.94202,67716.45933,-217630.1176,-236999.369
1.72208E+12,68203.6,69400,68180,68834.6,31187.679,2147460214.767,66114.2535260243,,66114.2535260243,69.60004289,629.7862242,333.6632815,296.1229428,28.37668448,32.00285187,10.33579051,66656.16701,68065.22708,-212634.9668,-226839.9087
1.7221E+12,68834.6,68973.6,67666.4,68231.2,31626.122,2163982202.6239,66114.2535260243,,66114.2535260243,62.32287207,644.0373393,395.738093,248.2992463,29.00814429,28.84130813,13.19616905,66979.87814,68280.53946,-211161.481,-222546.1769
1.72211E+12,68231.2,69222,66608.3,67902,81277.676,5513141839.5729,66114.2535260243,,66114.2535260243,58.71585925,621.6023173,440.9109379,180.6913794,27.92806135,23.78232524,17.98245693,67515.57121,68132.51801,-224635.9152,-225368.1009
1.72212E+12,67902,68315.5,67226.1,67956.8,12034.363,816793989.988,66114.2535260243,,66114.2535260243,59.13980093,601.3127438,472.9912991,128.3214447,26.9251272,22.04650657,16.66995767,67702.14886,68140.47399,-237272.0218,-228155.2675
1.72214E+12,67956.8,68042.6,67026.9,67524.6,13332.963,898833471.3642,66114.2535260243,,66114.2535260243,54.39547485,544.0862945,487.2102981,56.87599633,25.70265435,20.54115589,16.8708485,67845.85249,68108.97697,-253874.9656,-235752.5416
1.72215E+12,67524.6,67990,67191.7,67825.1,8703.914,588393818.3407,66114.2535260243,,66114.2535260243,56.97959984,517.0218536,493.1726092,23.8492444,24.56750098,19.41886093,15.94908595,67925.03424,68099.20152,-274974.6624,-243804.8146
1.72217E+12,67825.1,68118,67588,67650,10253.019,695711906.6272,66114.2535260243,,66114.2535260243,55.02311231,475.9574415,489.7295757,-13.77213415,23.68080701,19.59676528,15.3494743,67952.58834,68071.15509,-291799.7386,-251480.6098
1.72218E+12,67650,68337.9,67621,68127.9,6894.218,469130465.7831,66114.2535260243,,66114.2535260243,59.1462271,476.4835296,487.0803665,-10.59683687,23.14523646,20.17189652,14.55250878,67984.55353,67928.46353,-290990.436,-257813.1756
1.7222E+12,68127.9,68277.8,67804,68240.9,5991.419,407745649.0627,66114.2535260243,,66114.2535260243,60.0781349,480.4799401,485.7602812,-5.280341069,22.64792094,19.45302013,14.03389344,68054.2038,67872.84523,-291389.7222,-264330.872
1.72221E+12,68240.9,69850,68158.1,69360.6,27825.137,1922024008.2951,66114.2535260243,,66114.2535260243,67.89338981,567.4562739,502.0994797,65.35679412,23.83565849,28.30856995,12.34239622,68196.70125,68331.80135,-283557.3884,-268716.177
1.72223E+12,69360.6,69900,69280,69549.3,12967.095,902570428.4931,66688.8392702837,,66688.8392702837,68.99497801,644.1863784,530.5168595,113.6695189,24.97910419,27.38936793,11.78197706,68280.21435,68567.94012,-274872.4184,-274923.5404
1.72224E+12,69549.3,69850,69371,69576.1,11111.523,773382989.5954,66855.7553432554,,66855.7553432554,69.15683495,699.0992935,564.2333463,134.8659473,26.0408752,26.3923122,11.35307751,68346.50156,68867.81008,-261914.54,-276857.1393
1.72225E+12,69576.1,70136.9,67621.3,68073,56231.316,3873810800.7703,66855.7553432554,,66855.7553432554,52.57837414,614.2498761,574.2366522,40.01322389,24.27945171,21.88622976,21.28998933,68305.8263,68596.48726,-261581.7684,-276286.1022
1.72227E+12,68073,68107.6,66360.9,67285.8,47320.768,3176935749.39,66855.7553432554,,66855.7553432554,46.31621559,477.9758326,554.9844883,-77.00865573,23.71996503,19.40839301,27.0490866,68172.39149,68285.70006,-271911.4342,-281650.5782
1.72228E+12,67285.8,67530.9,66562.1,66757.7,15212.918,1020883162.474,70428.2486547668,70428.2486547668,,42.64662714,323.6337662,508.7143439,-185.0805777,23.20044169,18.17904911,25.33577476,68048.63414,68160.27603,-290848.711,-287203.0497
1.7223E+12,66757.7,66850.8,65801.4,66577.6,27977.149,1855051006.3365,69684.4937892902,69684.4937892902,,41.4407741,184.6554091,443.9025569,-259.2471478,23.3721107,16.9282502,28.58012788,67909.43352,67934.94133,-317974.8366,-296423.6275
1.72231E+12,66577.6,66958.9,66278.9,66909.9,11067.093,737749252.3999,69684.4937892902,69684.4937892902,,44.55583711,100.1731589,375.1566773,-274.9835184,23.38352322,16.88100681,27.27074726,67870.25459,67654.47525,-345109.8482,-303512.1941
1.72233E+12,66909.9,66950.7,66362.2,66533.9,9559.655,636993010.4839,69684.4937892902,69684.4937892902,,41.84351153,2.847485286,300.6948389,-297.8473536,23.39412057,16.1897123,26.15398224,67818.00766,67456.79147,-362910.5276,-312246.148
1.72234E+12,66533.9,66924.6,65522,66209.5,30820.242,2040663349.9827,69416.4840723925,69416.4840723925,,39.60350874,-99.31533577,220.692804,-320.0081398,24.11100172,14.64988816,29.36389781,67656.04647,67144.00657,-377411.1018,-324661.268
1.72236E+12,66209.5,66547.9,65524.1,65902.8,20461.567,1348876603.1556,69217.0056651533,69217.0056651533,,37.5564845,-202.6917302,136.0158971,-338.7076274,24.77667707,13.6307835,27.32122795,67528.8879,66666.0122,-392961.4058,-341905.0584
1.72237E+12,65902.8,66339.4,65265,66170,16806.8,1107966708.6207,68987.4250986379,68987.4250986379,,40.44462074,-260.0596548,56.80078675,-316.8604416,25.60520096,12.63727101,27.08759155,67448.68617,66380.46509,-399554.92,-358764.8783
1.72238E+12,66170,66416.9,65850,66019.3,7929.209,524493587.1205,68987.4250986379,68987.4250986379,,39.33947297,-314.0640442,-17.37217944,-296.6918647,26.23765382,12.67837586,26.01032439,67395.52483,66311.43541,-409947.6946,-377528.7714
1.7224E+12,66019.3,66533,65477,66196.2,18087.155,1194927646.761,68987.4250986379,68987.4250986379,,41.36489962,-338.6844171,-81.63462697,-257.0497901,27.14276769,11.74162643,26.6983209,67310.14103,66228.36504,-414811.1072,-388860.8174
1.72241E+12,66196.2,66346.8,65901.3,66070.1,8383.199,554417364.2444,68987.4250986379,68987.4250986379,,40.33113255,-364.1734908,-138.1423997,-226.0310911,27.98323058,11.36028201,25.83121311,67080.66971,66149.20796,-415187.1112,-396299.1065
1.72243E+12,66070.1,66821,65940,66355.4,21404.095,1421021748.7467,68987.4250986379,68987.4250986379,,43.75595926,-357.2344632,-181.9608124,-175.2736508,27.86081356,14.10745845,24.16011834,66923.46402,66155.14724,-407189.9828,-400075.6943
1.72244E+12,66355.4,66832,64850.1,65220.1,33711.03,2224111766.2024,68987.4250986379,68987.4250986379,,35.11795243,-438.2920973,-233.2270694,-205.0650279,28.71524884,12.1960025,28.3377022,66656.06582,65893.30964,-409296.4204,-404425.6702
1.72246E+12,65220.1,65400,64502.4,64615.9,24626.969,1596004151.5407,68068.1431759452,68068.1431759452,,31.54843933,-545.0022995,-295.5821154,-249.4201841,29.76398986,11.43999331,28.98231389,66213.21165,65651.58923,-414742.41,-412345.0523
1.72247E+12,64615.9,64822.5,63713,63910.2,23483.236,1508116656.9092,67405.8488583507,67405.8488583507,,27.97217135,-678.6914631,-372.203985,-306.4874781,31.25056106,10.56796593,32.19653341,65824.24661,65291.14368,-428502.4778,-421656.7925
1.72248E+12,63910.2,64462.1,63513.5,64292.3,19567.665,1252527167.924,67096.6689725156,67096.6689725156,,32.43794425,-745.2183979,-446.8068676,-298.4115304,32.74873469,9.874895521,31.46427276,65662.94841,65121.51904,-436672.3728,-425929.742
1.7225E+12,64292.3,64666,64274.4,64637.9,10832.857,698507386.6771,67096.6689725156,67096.6689725156,,36.2857594,-761.2788922,-509.7012725,-251.5776197,33.7547387,11.07024502,30.57288509,65520.02781,64947.74915,-446956.5154,-427073.2491
1.72251E+12,64637.9,64938,62616,62868.2,45393.472,2890655087.3719,67096.6689725156,67096.6689725156,,27.61333067,-906.3590072,-589.0328194,-317.3261878,35.5881604,9.374365414,36.83054288,65053.61476,64367.88523,-459577.1464,-434436.7834
1.72253E+12,62868.2,63472.7,62217.7,63395.7,38785.67,2437666659.5801,66210.1642809639,66210.1642809639,,32.77116739,-967.6171143,-664.7496784,-302.8674359,37.45789486,8.606913106,36.41355343,64808.66932,63959.29336,-459515.2496,-437128.8298
1.72254E+12,63395.7,65634.3,63300.2,65341.1,38235.617,2476121981.859,66210.1642809639,66210.1642809639,,47.60011844,-849.3957781,-701.6788983,-147.7168797,36.27972399,20.44060877,31.28387159,64739.0461,64010.71112,-447109.5822,-437806.03
1.72256E+12,65341.1,65576.4,63650,64579.4,24248.774,1564807676.5215,66210.1642809639,66210.1642809639,,43.54970115,-807.8548933,-722.9140973,-84.94079595,35.18570818,18.16603881,27.80269569,64655.53537,64005.15652,-443467.2026,-440069.7877
1.72257E+12,64579.4,64625,63756.6,64135.2,14871.773,955439167.3598,66210.1642809639,66210.1642809639,,41.34044456,-801.5370503,-738.6386879,-62.89836235,34.16983636,17.23498575,26.37774086,64554.82066,64026.85056,-444965.749,-445961.1322
1.72259E+12,64135.2,64980,64012,64639.4,14869.429,959701489.5552,66210.1642809639,66210.1642809639,,44.76559484,-747.2317653,-740.3573034,-6.874461897,32.80150258,18.36163387,24.8489023,64524.04952,64047.75467,-434411.7152,-446994.4308
1.7226E+12,64639.4,65490,62410,63374.6,74688.627,4779859243.9992,66210.1642809639,66210.1642809639,,38.6663297,-797.0651544,-751.6988736,-45.36628079,32.70212466,15.31920578,29.34985113,64228.71872,63822.06189,-446552.5408,-453033.8952
1.72261E+12,63374.6,63579.5,62482.1,62611.6,24682.041,1555985425.3231,66210.1642809639,66210.1642809639,,35.52206751,-887.8911412,-778.9373271,-108.9538141,32.60984517,14.40346034,27.59538731,64093.52017,63880.32355,-471276.898,-459193.2401
1.72263E+12,62611.6,63154.6,61171.5,61459,42509.692,2638166334.2982,66210.1642809639,66210.1642809639,,31.37190203,-1040.877984,-831.3254585,-209.5525255,33.28223885,12.90247676,31.60674636,63720.92184,63520.94239,-499653.4388,-471560.3207
1.72264E+12,61459,61943.3,60465,61850.6,30874.873,1889285769.2945,65558.2621015832,65558.2621015832,,34.18534762,-1117.638867,-888.5881401,-229.0507266,34.24793753,11.90640126,32.85620563,63467.72519,62986.56965,-518880.6504,-481923.1997
1.72266E+12,61850.6,61937.2,61345.9,61630,8505.843,524418050.4994,65558.2621015832,65558.2621015832,,33.35577371,-1182.640255,-947.3985631,-235.2416919,35.14465773,11.52320398,31.79875694,63361.03703,62748.83311,-542782.9164,-488597.3158
1.72267E+12,61630,61977.1,61418.8,61880,7621.352,470077636.7054,65551.9218022824,65551.9218022824,,35.27277008,-1200.146867,-997.9482238,-202.1986429,35.92102119,11.38451907,30.79110262,63299.91906,62615.14394,-550223.1866,-498387.8637
