time,open,high,low,close,volume,turnover,supertrend,upper_band,lower_band,rsi,blue(macd),red(macd_signal),green(macd_hist),blue(adx),green(pdi),red(mdi),vwma14,vwma7,blue(obv_sma5),red(obv_sma10)
1.71753E+12,70448.1,70755.2,70185.3,70559.3,6522.941,459954370.8149,68034.5793205633,,68034.5793205633,67.42542202,673.8997502,,,34.89709226,27.97364816,9.799807346,69489.06282,70002.41397,37420.8672,38178.838
1.71755E+12,70559.3,71381.9,70450.1,70986.1,12055.249,855271911.8601,68400.1412496563,,68400.1412496563,70.39782323,744.1835029,,,36.35637217,31.24028534,8.984895252,69683.05481,70223.39766,40509.2806,41460.8585
1.71756E+12,70986.1,71420,70874.2,71250.1,10658.103,758157493.1006,68719.0871246906,,68719.0871246906,72.09407109,811.8282265,582.9481499,228.8800767,37.74020263,30.03116188,8.53708078,69799.97395,70390.68325,47639.0062,41984.8876
1.71757E+12,71250.1,71299.6,70734,71005.4,8471.301,601141289.0092,68719.0871246906,,68719.0871246906,68.19354099,836.0543977,633.5693994,202.4849983,38.64126476,28.44878689,9.393350966,69938.47971,70525.19991,46988.6292,42894.8149
1.71759E+12,71005.4,71810,70406,71617.4,23865.909,1696660516.6165,68719.0871246906,,68719.0871246906,72.23894732,894.3278436,685.7210883,208.6067553,39.90061235,29.42472466,8.233589027,70200.34594,70875.06721,55914.8094,46966.4375
1.7176E+12,71617.4,71819.6,70888,71300.5,17603.381,1256437620.5783,68787.7778138995,,68787.7778138995,67.45469052,904.5121348,729.4792976,175.0328373,41.077529,27.12271787,7.566067085,70342.78281,71062.39546,60015.7252,48718.2962
1.71762E+12,71300.5,71377.5,70707.6,71140.6,6552.408,465854626.3041,68787.7778138995,,68787.7778138995,65.11147875,889.4278942,761.4690169,127.9588773,41.65127236,25.52046824,8.709937734,70515.53135,71240.4663,60395.1096,50452.1951
1.71763E+12,71140.6,71274,70909.1,71078.7,3750.057,266749671.5261,68787.7778138995,,68787.7778138995,64.18199992,862.5359349,781.6824005,80.85353438,42.18403406,24.66571786,8.418218064,70617.57485,71286.71438,57892.862,52765.9341
1.71765E+12,71078.7,71137.9,70820.8,71065.5,5524.523,392091160.6966,68787.7778138995,,68787.7778138995,63.97227902,830.5842752,791.4627754,39.12149972,42.40497844,23.91608634,9.008663341,70712.77469,71318.142,55979.97,51484.2996
1.71766E+12,71065.5,71244.9,70901,71221.2,6310.946,448351731.1903,68965.4180136994,,68965.4180136994,65.40810625,808.5060885,794.871438,13.63465043,42.73699826,24.16281223,8.699856588,70780.72526,71319.71532,50556.0854,53235.4474
1.71768E+12,71221.2,71699.9,71039.5,71336,20060.135,1431280872.1852,69274.8012123295,,69274.8012123295,66.46918464,791.152454,794.1276412,-2.975187218,43.53465399,27.12414233,8.123948515,70899.93436,71355.4441,52664.904,56340.3146
1.71769E+12,71336,71420.8,70467.6,70508,17234.033,1222711444.3022,69274.8012123295,,69274.8012123295,53.67962154,702.4890372,775.7999204,-73.3108832,42.63688392,24.5935407,12.96363374,70958.71883,71084.70269,52637.3976,56516.2536
1.7177E+12,70508,71030,70144.1,70835.8,13889.031,980989054.5133,69274.8012123295,,69274.8012123295,57.19141919,651.167112,750.8733587,-99.70624676,41.02459839,22.49313534,14.97516369,71030.55572,70985.74378,56137.7088,57015.2854
1.71772E+12,70835.8,71049.9,70661.3,71021.3,5218.092,369701137.089,69274.8012123295,,69274.8012123295,59.08198413,618.3346394,724.3656149,-106.0309755,39.55878679,21.81944213,14.39442706,71118.94536,70974.22576,61786.543,58883.2565
1.71773E+12,71021.3,71478.6,71021.3,71152.8,9767.207,696051705.0163,69274.8012123295,,69274.8012123295,60.41655273,596.054672,698.7034263,-102.6487543,38.83855995,25.18877062,13.72013342,71143.67939,70991.56318,68126.6294,59341.3574
1.71775E+12,71152.8,71774.9,71081.4,71769.6,8715.335,622329205.8063,69383.8177288684,,69383.8177288684,66.01554584,621.0096302,683.1646671,-62.15503692,38.56016872,26.43504237,12.74508253,71190.34064,71070.04588,72197.7558,62431.3299
1.71776E+12,71769.6,72169,70668,71146.9,40806.421,2911392348.0116,69383.8177288684,,69383.8177288684,57.21647874,583.8101286,663.2937594,-79.48363077,37.29637206,22.67839692,14.84779965,71177.50795,71088.90846,71554.4046,62095.9011
1.71778E+12,71146.9,71244.2,68336.7,69316,58079.692,4038823379.1592,72723.8791396166,72723.8791396166,,40.23529273,401.9574123,611.02649,-209.0690777,36.48973481,17.49275867,29.78717208,70728.18997,70386.76286,56517.3088,56327.5088
1.71779E+12,69316,69598.9,69028,69389.9,7889.68,546732977.1173,72124.8062256549,72124.8062256549,,40.99647619,260.7946583,540.9801236,-280.1854653,35.7407145,16.68595842,28.41332943,70584.64729,70317.81054,42014.5306,51900.5368
1.7178E+12,69389.9,69580,69333.3,69480.8,3366.598,233875194.7923,72060.8806030894,72060.8806030894,,41.97542645,154.4763222,463.6793633,-309.2030412,35.04519565,16.33534398,27.81629309,70505.88058,70243.00462,26231.6306,47179.13
1.71782E+12,69480.8,69609.6,69265.2,69609,4864.875,337739206.3139,71884.5275427804,71884.5275427804,,43.40167457,79.64484721,386.8724601,-307.2276129,34.4730922,15.83510419,27.56999797,70464.40554,70189.47567,9678.6386,40938.1972
1.71783E+12,69609,69610.5,69344.6,69392.4,3955.409,274740275.1592,71759.7347885024,71759.7347885024,,41.54368507,2.829932648,310.0639546,-307.234022,33.94005199,15.4503285,26.88544499,70432.59011,70091.08951,495.849,36025.1268
1.71785E+12,69392.4,69529.6,69204,69452.7,5057.057,350893428.1752,71518.4463096522,71518.4463096522,,42.28443777,-52.57468625,237.5362264,-290.1109127,33.61357807,14.96047474,27.40212266,70391.4045,69947.10312,3940.4092,30228.859
1.71786E+12,69452.7,69526.6,69334.5,69482.2,2513.736,174571052.538,71424.661678687,71424.661678687,,42.66720462,-93.03044537,171.4228921,-264.4533375,33.31042371,14.66505463,26.86102096,70354.05768,69362.36281,6309.7806,24162.1556
1.71788E+12,69482.2,69504.1,69298.1,69326,1875.281,130105739.2417,71257.6005108183,71257.6005108183,,41.11246179,-136.1267758,109.9129585,-246.0397343,33.07740779,14.33808281,26.65609595,70236.03387,69451.2623,7630.7762,16931.2034
1.71789E+12,69326,69365,69157.1,69290,2582.437,178879746.9769,70994.2704597364,70994.2704597364,,40.7439649,-171.2121996,53.68792688,-224.9001265,33.05362897,13.99885527,27.63002617,70193.73875,69454.05719,7462.3094,8570.474
1.71791E+12,69290,69459.3,69257.2,69320.3,2578.522,178820731.2642,70978.7784137628,70978.7784137628,,41.2214982,-194.3325493,4.083831636,-198.416381,32.7754288,14.78826625,26.96221738,70122.71589,69435.49219,8600.6288,4548.2389
1.71792E+12,69320.3,69420,69299.9,69385.2,1381.84,95853928.8788,70854.4555723865,70854.4555723865,,42.29419582,-205.0549595,-37.7439266,-167.3110329,32.51710007,14.56300667,26.55152031,70085.5141,69389.68509,9003.9048,6472.157
1.71793E+12,69385.2,69792.5,69240,69515.3,11494.7,799201605.6984,70854.4555723865,70854.4555723865,,44.48152243,-200.740552,-70.34325168,-130.3973003,31.26128885,18.27197581,24.68843189,69976.08725,69441.83141,11203.3736,8756.5771
1.71795E+12,69515.3,69864.7,69497.2,69704,4506.05,314103842.6588,70854.4555723865,70854.4555723865,,47.5848678,-180.0196851,-92.27853838,-87.74114677,29.91070976,18.33774638,23.50689034,69864.41553,69483.6537,14679.1086,11154.9424
1.71796E+12,69704,69829.5,69577.1,69642.3,2814.841,196132934.6631,70854.4555723865,70854.4555723865,,46.66633597,-166.6558187,-107.1539944,-59.50182424,28.65660061,17.71082793,22.70325271,69395.59042,69500.18538,18108.3628,12785.3361
1.71798E+12,69642.3,69808.4,69421,69622,3646.189,253830014.892,70854.4555723865,70854.4555723865,,46.34933223,-155.9057145,-116.9043385,-39.00137608,27.82598441,16.76353223,23.64414009,69488.67736,69526.76069,20292.6748,14446.6518
1.71799E+12,69622,69686.3,69256.4,69302.4,5105.109,354622199.3989,70837.8626204385,70837.8626204385,,41.56240557,-171.2017217,-127.7638151,-43.43790657,27.39315472,15.75637882,24.52394198,69485.59813,69509.82404,21179.597,15091.7509
1.71801E+12,69302.4,69569.4,69168.4,69489,5921.729,411019284.426,70719.0613583946,70719.0613583946,,45.12585508,-166.349286,-135.4809093,-30.8683767,27.16913183,14.85957374,24.37716427,69486.22076,69520.30218,20951.925,16077.6493
1.71802E+12,69489,70180.6,69234.6,70044.9,14373.019,1001851881.488,70719.0613583946,70719.0613583946,,54.10462635,-116.3065026,-131.6460279,15.33952532,25.25421706,21.14458078,21.29751026,69595.83659,69681.74137,22697.6468,18688.3777
1.71804E+12,70044.9,70126.1,69385,69498.1,12695.835,886366521.2823,70719.0613583946,70719.0613583946,,46.11215518,-119.3931367,-129.1954497,9.802312982,23.47608192,19.10798857,19.24618828,69590.13844,69673.21583,22467.1698,20287.7663
1.71805E+12,69498.1,69688.9,69324,69516,6240.146,433624285.3609,70719.0613583946,70719.0613583946,,46.39133939,-119.022914,-127.1609426,8.138028553,21.97993542,18.17951606,19.12328855,69593.12829,69651.17185,24213.9598,22253.3173
1.71806E+12,69516,69570,67857.8,68444,29847.238,2044378966.8572,70598.9013672427,70598.9013672427,,34.77250738,-202.8921365,-142.3071814,-60.58495516,23.10033049,14.59570924,32.23454164,69269.3275,69188.54674,21012.324,21095.9605
1.71808E+12,68444,68444.2,67301.7,67539.4,24042.611,1630192530.7978,69912.2012305185,69912.2012305185,,28.32560328,-338.4513036,-181.5360058,-156.9152978,24.71213145,12.78463224,34.27439136,68941.58905,68768.7966,11817.8202,16384.8726
1.71809E+12,67539.4,67648.6,66700.1,66882.1,26372.384,1770780850.9535,69294.2261074666,69294.2261074666,,24.73679423,-493.2358213,-243.8759689,-249.3598524,26.71362209,11.5079694,37.1854932,68575.98643,68329.60093,-5525.7642,8585.9413
1.71811E+12,66882.1,67272.2,65931.6,66218.9,33543.226,2237548421.6221,68911.96849672,68911.96849672,,21.74339824,-661.7896649,-327.4587081,-334.3309568,29.08459341,9.989584226,39.84275153,68130.9852,67801.67617,-27038.8268,-2285.8285
1.71812E+12,66218.9,67547.8,66142,67383.6,18952.811,1265973454.5823,68911.96849672,68911.96849672,,36.3178633,-693.3952157,-400.6460096,-292.7492061,30.65374369,11.23644151,34.67596188,68051.31742,67536.89608,-46009.3564,-10897.6983
1.71814E+12,67383.6,67539.3,67136,67276.3,6910.158,465387248.0999,68911.96849672,68911.96849672,,35.65897645,-718.8150037,-464.2798084,-254.5351953,32.11081182,10.8035996,33.34020006,67937.53899,67353.90559,-60392.47,-19690.073
1.71815E+12,67276.3,67571.8,66859.4,67386.5,9278.349,623704548.2,68911.96849672,68911.96849672,,36.92463592,-721.7482849,-515.7735037,-205.9747812,33.67550025,10.06597288,33.71478289,67872.09263,67265.35475,-68111.3916,-28146.7857
1.71816E+12,67386.5,67592.2,67151.1,67410,7196.552,484716789.2861,68911.96849672,68911.96849672,,37.20829854,-713.9467441,-555.4081518,-158.5385923,35.07577123,9.829041134,32.24669778,67831.39056,66995.0506,-69116.526,-37321.1451
1.71818E+12,67410,68030,67317.8,67747.1,10880.212,737053677.4506,68911.96849672,68911.96849672,,41.28726584,-672.8071125,-578.887944,-93.91916858,35.28555323,13.46392237,29.97699709,67796.16146,66951.69372,-61236.9728,-44137.8998
1.71819E+12,67747.1,70000,67704.7,69712.8,49682.17,3441135930.2853,66152.3969164347,,66152.3969164347,58.2986946,-476.0999127,-558.3303377,82.230425,33.25907818,27.67098614,24.09165026,68138.17313,67970.52661,-47211.5478,-46610.4521
1.71821E+12,69712.8,69855,67228,67522.2,56871.285,3909342663.5617,66152.3969164347,,66152.3969164347,43.25703484,-491.3076631,-544.9258028,53.61813967,30.98668886,22.27963811,22.93324811,67997.95685,68178.6882,-43178.3482,-51785.4091
1.71822E+12,67522.2,68660.1,67420.4,68240.9,15312.42,1042723027.6436,66152.3969164347,,66152.3969164347,47.99759442,-440.2914258,-523.9989274,83.70750156,28.87661306,20.27231499,20.86703685,67914.46567,68281.30558,-37938.3344,-53024.863
1.71824E+12,68240.9,68376.3,66937.7,67442,16382.368,1108475075.3572,66152.3969164347,,66152.3969164347,43.63374705,-459.0337878,-511.0058995,51.97211169,27.50934853,18.22075737,22.15090193,67825.07691,68240.21302,-37414.1046,-53265.3153
1.71825E+12,67442,67714,67268.4,67707.7,9766.641,659342349.0945,66152.3969164347,,66152.3969164347,45.4113559,-447.2913786,-498.2629953,50.97161669,26.23974575,17.62575604,21.42756119,67787.94498,68256.59063,-37112.589,-49174.7809
1.71827E+12,67707.7,67942.8,67152.6,67707,12678.135,856610114.1867,66152.3969164347,,66152.3969164347,45.40729303,-433.0499882,-485.2203939,52.17040568,24.71443053,18.2907907,20.16971428,67718.76141,68251.48931,-49283.1344,-48247.3411
1.71828E+12,67707,68500,66313.9,66433.1,43653.433,2945066444.3785,66152.3969164347,,66152.3969164347,38.63318861,-518.5788135,-491.8920778,-26.68673571,24.30726307,15.56804649,22.87826036,67555.56627,67889.89226,-58810.1094,-50994.2288
1.71829E+12,66433.1,67038.9,66225.9,66579.9,17446.119,1163823086.0875,66152.3969164347,,66152.3969164347,39.7486851,-567.9683056,-507.1073234,-60.8609822,24.02467154,14.6921269,22.20004631,67557.96235,67230.89494,-67910.3446,-52924.3395
1.71831E+12,66579.9,66953.4,66477.9,66742.5,6224.109,415425480.6064,66152.3969164347,,66152.3969164347,41.02737223,-587.2202631,-523.1299113,-64.09035177,23.76226512,14.18928071,21.44023742,67699.62672,67069.47393,-72489.2844,-54951.6945
1.71832E+12,66742.5,67000,66450.5,66723.9,6688.333,446195248.0183,66152.3969164347,,66152.3969164347,40.92038927,-597.0954975,-537.9230285,-59.17246892,23.43232375,13.95605032,20.56431316,67697.63248,66890.02661,-80359.219,-58735.904
1.71834E+12,66723.9,67191.7,66694.8,66886.8,7892.449,528487713.0841,66152.3969164347,,66152.3969164347,42.33853035,-585.0331256,-547.3450479,-37.68807761,22.76366627,14.89820609,19.7774604,67684.71177,66803.12517,-84115.0368,-66699.0856
1.71835E+12,66886.8,67232,66727.3,67000.4,8540.615,572055776.0356,66152.3969164347,,66152.3969164347,43.35958774,-559.8533969,-549.8467177,-10.00667913,22.06499195,14.62048752,18.98296339,67673.28026,66733.79247,-77432.045,-68121.0772
1.71837E+12,67000.4,67341,66311.1,66362.6,22760.172,1521808015.5414,66152.3969164347,,66152.3969164347,39.16618495,-584.624226,-556.8022194,-27.82200659,22.01277779,13.43447599,20.72125819,67575.18086,66550.17144,-78790.3114,-73350.328
1.71838E+12,66362.6,66505.8,65030,65490.1,40982.408,2686093672.698,68685.6219628906,68685.6219628906,,34.2817924,-666.970326,-578.8358407,-88.13448528,23.32051063,11.9398178,28.07367205,67297.86261,66203.36739,-89589.8812,-81039.5828
1.7184E+12,65490.1,66600,65447.7,66021.2,14831.301,978829210.139,68685.6219628906,68685.6219628906,,39.24832294,-681.5187482,-599.3724222,-82.146326,24.34686104,11.6177447,25.67205111,66801.79432,66117.46242,-96085.5242,-88222.3716
1.71841E+12,66021.2,66261.1,65958.6,66235,4505.06,297943953.5984,68685.6219628906,68685.6219628906,,41.1755864,-668.0952186,-613.1169815,-54.97823713,25.29990071,11.34340221,25.06582894,66610.61819,66085.81668,-103258.645,-93686.8409
1.71842E+12,66235,66381.3,66045.3,66051.9,5786.776,383122911.0888,68685.6219628906,68685.6219628906,,40.00510751,-664.5708553,-623.4077563,-41.16309909,25.91927905,12.0145268,24.37724877,66481.35714,66043.4232,-113297.244,-95364.6445
1.71844E+12,66051.9,66322.2,66051.9,66289.9,3216.444,212927345.7905,68598.6928898525,68598.6928898525,,42.30107031,-635.25039,-625.776283,-9.474107026,26.49441609,11.73523657,23.81057415,66401.57348,65985.15081,-118140.5198,-98465.4156
1.71845E+12,66289.9,66446.1,66135.4,66284.6,4613.647,305769132.7311,68554.4386008673,68554.4386008673,,42.26228323,-605.4619868,-621.7134238,16.25143693,26.72920732,12.52240963,23.14456829,66335.03255,65909.76699,-115710.0434,-102649.9623
1.71847E+12,66284.6,66326.9,66040.7,66118.4,3041.324,201238993.8363,68306.9797407806,68306.9797407806,,40.99292414,-588.4817623,-615.0670915,26.5853292,27.07309736,12.18432705,23.41304332,66240.10863,65784.11852,-116854.092,-106469.8081
1.71848E+12,66118.4,66250,65808.1,66184,4606.961,304276615.5918,68072.4817667025,68072.4817667025,,41.7367711,-563.2387742,-604.701428,41.4626538,27.69680307,11.66084251,24.66858626,66182.65546,66126.26896,-117977.7604,-110618.2027
1.7185E+12,66184,66228.7,66049,66105.6,1975.049,130609704.107,68031.8485900323,68031.8485900323,,41.07041633,-543.2969599,-592.4205344,49.12357446,28.27595838,11.44549217,24.21301126,66130.44905,66180.96253,-118339.0834,-115818.1637
1.71851E+12,66105.6,66320,66007.5,66232,2497.877,165349129.4882,67961.198731029,67961.198731029,,42.65991686,-511.3984222,-576.216112,64.8176898,28.54643748,12.03955917,23.40357177,66103.49852,66176.45727,-118844.1198,-118492.3198
1.71852E+12,66232,66745.7,66156.1,66450.2,7268.802,483249984.4577,67961.198731029,67961.198731029,,45.39788941,-463.1725202,-553.6073936,90.4348734,27.65100065,15.86612226,21.91500185,66091.20332,66276.03686,-116972.6664,-116341.3549
1.71854E+12,66450.2,66780.2,66438.7,66670.2,6736.49,448655092.8756,67961.198731029,67961.198731029,,48.08930187,-402.560517,-523.3980183,120.8375013,26.73253865,15.64618227,21.07872635,66073.0947,66360.96442,-113145.6502,-114999.8711
1.71855E+12,66670.2,66716.9,66473.2,66522,2723.175,181271240.3567,67961.198731029,67961.198731029,,46.42906161,-362.3071183,-491.1798383,128.87272,25.87968108,15.20041037,20.47817705,66019.74902,66388.37708,-110784.6612,-114381.2108
1.71857E+12,66522,66949.6,66421.1,66638.2,7893.644,526383125.8893,67961.198731029,67961.198731029,,47.94651339,-317.3711835,-456.4181074,139.0469238,24.46553562,16.99905001,19.20058307,65993.35271,66471.2535,-106449.9336,-112394.5085
1.71858E+12,66638.2,66887.4,66110,66188.9,9659.03,641486658.8858,67961.198731029,67961.198731029,,42.88785923,-314.3897966,-428.0124452,113.6226486,23.81313746,15.47014604,21.07291385,66277.05431,66435.02775,-104546.5874,-111695.3536
1.7186E+12,66188.9,66535,65904.3,66134,10330.624,684194633.9844,67927.3819572668,67927.3819572668,,42.30057967,-312.8506497,-404.9800861,92.12943643,23.60368894,14.34305211,21.9137924,66308.00502,66382.82679,-106163.1264,-111567.8964
1.71861E+12,66134,66281.9,65526.8,65778.6,15474.41,1018926456.8349,67667.8387615401,67667.8387615401,,38.61429872,-336.4305129,-391.2701715,54.83965858,24.05725635,13.11141807,24.32497893,66216.38362,66233.48618,-112221.8454,-112683.7478
1.71863E+12,65778.6,65793.2,65058,65324.9,22413.346,1467165336.361,67233.2998853861,67233.2998853861,,34.48302892,-387.2633913,-390.4688154,3.205424118,25.14370896,12.02840462,27.58275255,66030.64279,65941.85389,-122218.5986,-116501.6299
1.71864E+12,65324.9,67289.9,65084.3,66656,34629.716,2300618329.9968,67233.2998853861,67233.2998853861,,51.034944,-316.4918472,-375.6734218,59.18157461,23.66388544,23.78910069,21.77246398,66186.18902,66134.09034,-126868.1374,-116659.0355
1.71865E+12,66656,66740.7,66105.2,66454.8,14069.534,934830607.3222,67233.2998853861,67233.2998853861,,49.01907848,-273.4874539,-355.2362282,81.74877429,22.2897636,22.32956776,20.43665778,66209.39024,66164.28061,-132399.777,-118473.1822
1.71867E+12,66454.8,66552.8,64500,65474.2,42789.261,2792186113.346,67233.2998853861,67233.2998853861,,40.6015415,-314.9023885,-347.1694603,32.26707176,22.47522989,18.40205229,30.59580101,66039.06266,65941.5458,-144423.144,-125293.1352
1.71868E+12,65474.2,65828,65306.7,65641.3,10733.511,704082379.1666,67233.2998853861,67233.2998853861,,42.41617792,-330.4314411,-343.8218564,13.39041533,22.6474486,17.55750095,29.19162476,66012.96723,65904.2427,-151204.9268,-131713.3861
1.7187E+12,65641.3,65720.9,65080,65339.6,10739.411,702407665.6863,67233.2998853861,67233.2998853861,,40.03786548,-362.8997137,-347.6374279,-15.26228585,23.04319869,16.55174892,29.54566481,65975.51236,65848.30958,-155651.9226,-138935.2606
1.71871E+12,65339.6,65404,64200,64660.2,44175.813,2863751606.3266,67233.2998853861,67233.2998853861,,35.24524708,-438.3993608,-365.7898145,-72.60954633,24.20690961,14.83276707,34.0679306,65730.36773,65562.00035,-175860.0242,-151364.0808
1.71873E+12,64660.2,64878,64026.6,64398.8,22255.529,1435029814.4223,67035.4376846905,67035.4376846905,,33.57974912,-513.4079235,-395.3134363,-118.0944872,25.42568104,13.74563095,33.06371011,65593.43196,65447.31665,-197705.3248,-165052.5509
1.71874E+12,64398.8,65307.5,64166.6,65146.5,16658.865,1080848921.0967,67035.4376846905,67035.4376846905,,42.01953996,-506.6789293,-417.5865349,-89.09239443,25.76633765,16.03173111,29.90108765,65537.86876,65156.97427,-207661.0002,-176042.0721
1.71876E+12,65146.5,65587,64780,65380.9,19124.254,1247302442.0589,67035.4376846905,67035.4376846905,,44.40452431,-476.934231,-429.4560741,-47.47815687,25.59834485,17.29512442,27.87037176,65517.64476,65073.0142,-215938.527,-183571.7269
1.71877E+12,65380.9,65700,65136,65289.4,10700.703,700197839.4512,67035.4376846905,67035.4376846905,,43.64972147,-455.4939775,-434.6636548,-20.83032272,25.2468972,17.42838629,26.51504267,65477.86508,64962.50616,-224208.3122,-189930.1174
1.71878E+12,65289.4,65512.6,64953.5,65179.2,12487.97,814427038.6297,67035.4376846905,67035.4376846905,,42.70813101,-442.2961268,-436.1901492,-6.10597758,25.13093498,16.56823787,26.81741569,65440.88581,64928.8666,-226140.5288,-201000.2765
1.7188E+12,65179.2,65280.1,64710,64900.9,10295.369,668968592.4692,67035.4376846905,67035.4376846905,,40.34140548,-449.1160884,-438.775337,-10.34075138,25.29958203,15.71647707,27.63453444,65396.49649,64894.23865,-225680.7134,-211693.0191
1.71881E+12,64900.9,65246.5,64752,64848,7989.389,519194302.2473,67035.4376846905,67035.4376846905,,39.88890753,-453.5611742,-441.7325044,-11.8286697,25.45618287,14.99632199,26.36827419,65359.60522,64994.42176,-230150.5488,-218905.7745
